Teff,Lstar_Lsun
9.245185480000000098e+03,3.150000000000000022e-03
9.228418740000000980e+03,6.793739000000000487e+02
9.203268640000000232e+03,5.392500999999999749e+02
9.211652009999999791e+03,5.048097999999999388e+02
9.127818330000000060e+03,2.290312500000000000e+02
9.211652009999999791e+03,3.848499999999999943e+01
9.194885270000000673e+03,1.250940450000000055e+03
9.194885270000000673e+03,6.359843000000000757e+02
9.173926849999999831e+03,2.652581500000000005e+02
9.194885270000000673e+03,6.349999999999999742e-03
9.194885270000000673e+03,4.700000000000000185e-03
9.194885270000000673e+03,1.199999999999999895e-03
9.178118540000001303e+03,7.021664499999999407e+02
9.152968429999998989e+03,4.648359500000000253e+02
9.152968429999998989e+03,2.928616000000000099e+02
9.178118540000001303e+03,3.977615000000000123e+01
9.161351800000000367e+03,8.281256500000000642e+02
9.161351800000000367e+03,7.500713000000000648e+02
9.161351800000000367e+03,5.760400500000000648e+02
9.161351800000000367e+03,4.210231500000000437e+02
9.161351800000000367e+03,3.723579999999999757e+01
9.161351800000000367e+03,1.074999999999999914e-02
9.161351800000000367e+03,8.800000000000000530e-03
9.123626650000000154e+03,5.174592999999999847e+02
9.111051600000000690e+03,3.180464499999999930e+02
9.111051600000000690e+03,7.500713000000000648e+02
9.111051600000000690e+03,8.250000000000000389e-03
9.094284859999999753e+03,2.609174499999999739e+02
9.077518120000000636e+03,7.021664499999999407e+02
9.077518120000000636e+03,6.359843000000000757e+02
9.069134759999999005e+03,5.482211999999999534e+02
9.065541879999998855e+03,4.102472999999999956e+02
9.077518120000000636e+03,3.723579999999999757e+01
9.069134759999999005e+03,2.200000000000000133e-03
9.052368019999999888e+03,4.965490499999999656e+02
9.035601290000000517e+03,2.105474999999999852e+02
9.027217920000000959e+03,6.052705500000000711e+02
9.027217920000000959e+03,4.423875000000000455e+02
9.027217920000000959e+03,2.442534499999999866e+02
8.993684450000000652e+03,5.217458500000000186e+02
8.988095530000000508e+03,3.750996499999999969e+02
8.976917709999999715e+03,5.760400500000000648e+02
8.976917709999999715e+03,4.423875000000000455e+02
8.951767609999998967e+03,8.012444000000000415e+02
8.951767609999998967e+03,2.609174499999999739e+02
8.923823050000000876e+03,2.415814500000000180e+02
8.936677550000000338e+03,2.098538999999999817e+02
8.951767609999998967e+03,3.157215000000000416e+01
8.951767609999998967e+03,5.950000000000000427e-03
8.951767609999998967e+03,3.600000000000000335e-03
8.951767609999998967e+03,1.699999999999999905e-03
8.926617500000000291e+03,7.138478999999999814e+02
8.918234140000000480e+03,4.351482500000000186e+02
8.909850770000000921e+03,5.760400500000000648e+02
8.897275719999999637e+03,3.428725000000000023e+01
8.909850770000000921e+03,2.955574999999999974e+01
8.909850770000000921e+03,5.200000000000000629e-03
8.909850770000000921e+03,3.150000000000000022e-03
8.909850770000000921e+03,1.449999999999999900e-03
8.909850770000000921e+03,1.300000000000000157e-03
8.876317300000000614e+03,4.884235000000000468e+02
8.859550559999999678e+03,3.054729999999999634e+01
8.842783830000000307e+03,4.884235000000000468e+02
8.842783830000000307e+03,4.572292999999999665e+02
8.842783830000000307e+03,3.397449500000000171e+02
8.842783830000000307e+03,6.750000000000000791e-03
8.842783830000000307e+03,5.200000000000000629e-03
8.842783830000000307e+03,4.700000000000000185e-03
8.842783830000000307e+03,2.299999999999999961e-03
8.826017090000001190e+03,6.052705500000000711e+02
8.809250360000000001e+03,3.122679999999999723e+01
8.805058670000000347e+03,2.766809999999999903e+01
8.826017090000001190e+03,2.196144999999999925e+01
8.809250360000000001e+03,5.392500999999999749e+02
8.809250360000000001e+03,4.210231500000000437e+02
8.753920130000000427e+03,3.298032000000000039e+02
8.800866990000000442e+03,1.326517000000000053e+02
8.809250360000000001e+03,4.000000000000000083e-03
8.809250360000000001e+03,2.799999999999999538e-03
8.763740639999999985e+03,2.949398499999999785e+02
8.792483620000000883e+03,2.037130500000000097e+02
8.775716879999999946e+03,1.855298500000000104e+02
8.792483620000000883e+03,2.196144999999999925e+01
8.767333520000000135e+03,5.760400500000000648e+02
8.767333520000000135e+03,5.132079499999999825e+02
8.767333520000000135e+03,4.423875000000000455e+02
8.733800040000000081e+03,3.941336499999999887e+02
8.767333520000000135e+03,2.212314999999999827e+02
8.758950150000000576e+03,2.590099999999999980e+01
8.742183409999999640e+03,1.262455500000000086e+02
8.733800040000000081e+03,8.781575000000000841e+01
8.742183409999999640e+03,2.766809999999999903e+01
8.708649940000001152e+03,2.389386999999999830e+02
8.725416680000000270e+03,2.212314999999999827e+02
8.688834709999999177e+03,2.046317999999999699e+02
8.708649940000001152e+03,1.549999999999999946e-03
8.691883209999999963e+03,4.725690999999999917e+02
8.691883209999999963e+03,1.875818500000000029e+02
8.691883209999999963e+03,2.307584999999999908e+01
8.675116470000000845e+03,3.128419000000000096e+02
8.649966370000000097e+03,3.941336499999999887e+02
8.658349729999999909e+03,2.696710999999999672e+02
8.645774680000000444e+03,2.611560000000000059e+01
8.641583000000000538e+03,3.629238000000000284e+02
8.641583000000000538e+03,3.287167000000000030e+02
8.641583000000000538e+03,3.077225499999999556e+02
8.633199629999999161e+03,1.643863999999999805e+02
8.641583000000000538e+03,1.399999999999999769e-03
8.641583000000000538e+03,1.300000000000000157e-03
8.641583000000000538e+03,1.050000000000000152e-03
8.616432899999999790e+03,2.741574000000000524e+02
8.608049530000000232e+03,1.938750999999999749e+02
8.608049530000000232e+03,4.210231500000000437e+02
8.608049530000000232e+03,3.180464499999999930e+02
8.608049530000000232e+03,1.488923000000000059e+02
8.608049530000000232e+03,4.850000000000000144e-03
8.608049530000000232e+03,1.350000000000000071e-03
8.608049530000000232e+03,1.100000000000000066e-03
8.570324370000000272e+03,1.713088999999999942e+02
8.574516059999999925e+03,2.451500000000000057e+01
8.557749320000000807e+03,1.590503500000000088e+02
8.549365949999999430e+03,1.488923000000000059e+02
8.540982590000001437e+03,2.609174499999999739e+02
8.540982590000001437e+03,1.850000000000000082e-03
8.540982590000001437e+03,1.149999999999999981e-03
8.540982590000001437e+03,7.499999999999999072e-04
8.524215850000000501e+03,3.077225499999999556e+02
8.515832479999999123e+03,1.699014500000000112e+02
8.456162629999998899e+03,1.335560000000000116e+02
8.507449109999999564e+03,2.524480000000000075e+02
8.507449109999999564e+03,5.950000000000000427e-03
8.507449109999999564e+03,1.699999999999999905e-03
8.507449109999999564e+03,1.149999999999999981e-03
8.490682380000000194e+03,3.511431500000000483e+02
8.490682380000000194e+03,8.781575000000000841e+01
8.490682380000000194e+03,1.924579999999999913e+01
8.461340589999999793e+03,1.713088999999999942e+02
8.473915640000001076e+03,8.220725000000000193e+01
8.440382170000000770e+03,2.442534499999999866e+02
8.440382170000000770e+03,2.037130500000000097e+02
8.440382170000000770e+03,1.590503500000000088e+02
8.440382170000000770e+03,1.488923000000000059e+02
8.440382170000000770e+03,1.383639999999999937e+01
8.440382170000000770e+03,4.550000000000000225e-03
8.440382170000000770e+03,2.150000000000000001e-03
8.440382170000000770e+03,1.750000000000000036e-03
8.423615440000001399e+03,1.527625000000000099e+01
8.398465329999999085e+03,1.938750999999999749e+02
8.398465329999999085e+03,1.785228999999999928e+02
8.398465329999999085e+03,1.590503500000000088e+02
8.398465329999999085e+03,1.399999999999999769e-03
8.398465329999999085e+03,1.100000000000000066e-03
8.364931859999998778e+03,2.524480000000000075e+02
8.315725140000000465e+03,1.424151499999999828e+02
8.373315230000000156e+03,1.862105000000000032e+01
8.373315230000000156e+03,1.686595000000000155e+01
8.373315230000000156e+03,5.141449999999999854e+00
8.331398390000000290e+03,1.727280000000000086e+02
8.339781759999999849e+03,1.686595000000000155e+01
8.339781759999999849e+03,8.160649999999998627e+00
8.339781759999999849e+03,1.050000000000000152e-03
8.306248290000001361e+03,1.527625000000000099e+01
8.306248290000001361e+03,1.499999999999999814e-03
8.306248290000001361e+03,7.499999999999999072e-04
8.272714820000001055e+03,2.402564500000000010e+02
8.272714820000001055e+03,9.695410000000001105e+01
8.255948080000000118e+03,1.643863999999999805e+02
8.239181340000001001e+03,2.286537000000000148e+02
8.222414609999999811e+03,1.875818500000000029e+02
8.194470049999999901e+03,1.668151000000000010e+02
8.217624109999998836e+03,1.348585499999999797e+02
8.239181340000001001e+03,1.499999999999999814e-03
8.239181340000001001e+03,3.499999999999999422e-04
8.214031240000000253e+03,9.312099999999999156e+00
8.214031240000000253e+03,7.391449999999998965e+00
8.150317649999999958e+03,1.335301000000000045e+02
8.155347670000000107e+03,8.434400000000000119e+00
8.138580930000000080e+03,1.173185000000000144e+01
8.138580930000000080e+03,9.312099999999999156e+00
8.138580930000000080e+03,6.267199999999998994e+00
8.138580930000000080e+03,1.100000000000000066e-03
8.121814199999999801e+03,1.756015499999999747e+02
8.081574029999999766e+03,1.469398999999999944e+02
8.105047459999999774e+03,1.173185000000000144e+01
8.105047459999999774e+03,7.391449999999998965e+00
8.096664090000000215e+03,4.893149999999999444e+00
8.088280720000000656e+03,1.643863999999999805e+02
8.088280720000000656e+03,3.757849999999999913e+00
8.039843490000000202e+03,1.590503500000000088e+02
8.049158340000000862e+03,1.194897500000000150e+02
8.063130619999999908e+03,9.624549999999999272e+00
8.071513990000000376e+03,9.009850000000000136e+00
8.071513990000000376e+03,7.766549999999999621e+00
8.071513990000000376e+03,8.000000000000000383e-04
7.998578690000000279e+03,9.181624999999999659e+01
8.037980520000000070e+03,4.708350000000000257e+00
8.029597149999999601e+03,9.009850000000000136e+00
8.029597149999999601e+03,8.160649999999998627e+00
8.029597149999999601e+03,6.919399999999999551e+00
8.029597149999999601e+03,5.676499999999999879e+00
8.029597149999999601e+03,1.649999999999999991e-03
8.004447049999999763e+03,1.348585499999999797e+02
8.004447049999999763e+03,6.063749999999999751e+00
7.987680309999999736e+03,1.756015499999999747e+02
7.982091400000000249e+03,1.234985499999999945e+02
7.987680309999999736e+03,1.143463500000000010e+02
7.977620270000000346e+03,7.489650000000000141e+00
7.987680309999999736e+03,6.477450000000000152e+00
7.987680309999999736e+03,5.141449999999999854e+00
7.987680309999999736e+03,1.050000000000000152e-03
7.987680309999999736e+03,8.000000000000000383e-04
7.962530209999998988e+03,1.035687500000000085e+02
7.962530209999998988e+03,9.380695000000000050e+01
7.954146840000000338e+03,8.296399999999998442e+00
7.937380100000000311e+03,1.699014500000000112e+02
7.937380100000000311e+03,1.538875499999999761e+02
7.937380100000000311e+03,4.359449999999999825e+00
7.920613370000000032e+03,1.262455500000000086e+02
7.905370879999999488e+03,1.054498000000000104e+02
7.920613370000000032e+03,5.718294999999999106e+01
7.903846630000000005e+03,1.488923000000000059e+02
7.903846630000000005e+03,6.477450000000000152e+00
7.903846630000000005e+03,3.757849999999999913e+00
7.878696529999999257e+03,4.974550000000000693e+00
7.845163059999998950e+03,1.134068999999999789e+02
7.870313159999999698e+03,9.380695000000000050e+01
7.870313159999999698e+03,8.499999999999999526e-04
