Teff,Lstar_Lsun
6.369690329999999449e+03,5.624719999999999942e+01
6.369690329999999449e+03,4.769190000000000396e+01
6.369690329999999449e+03,4.391539999999999822e+01
6.369690329999999449e+03,5.866949999999999221e+00
6.344540219999999863e+03,1.989150000000000063e+01
6.344540219999999863e+03,4.505700000000000038e+00
6.327773489999999583e+03,6.052705500000000711e+02
6.327773489999999583e+03,5.392500999999999749e+02
6.327773489999999583e+03,4.423875000000000455e+02
6.327773489999999583e+03,2.442534499999999866e+02
6.327773489999999583e+03,8.781575000000000841e+01
6.327773489999999583e+03,6.856274999999999409e+01
6.327773489999999583e+03,3.977615000000000123e+01
6.327773489999999583e+03,1.212545000000000073e+01
6.327773489999999583e+03,7.391449999999998965e+00
6.327773489999999583e+03,4.813100000000000378e+00
6.311006749999999556e+03,5.048097999999999388e+02
6.311006749999999556e+03,4.391539999999999822e+01
6.294240020000000186e+03,3.806400000000000006e+01
6.311006749999999556e+03,1.028114999999999846e+01
6.305417840000000069e+03,3.676099999999999923e+00
6.299828929999999673e+03,9.766500000000000181e-01
6.302623379999999997e+03,7.710000000000000187e-01
6.285856649999999718e+03,5.760400500000000648e+02
6.277473279999999249e+03,2.483168999999999755e+02
6.277473279999999249e+03,1.573104500000000030e+02
6.285856649999999718e+03,1.162486499999999978e+02
6.294240020000000186e+03,6.313355000000000672e+01
6.294240020000000186e+03,2.424680000000000035e+01
6.294240020000000186e+03,1.527625000000000099e+01
6.294240020000000186e+03,1.253225000000000122e+01
6.294240020000000186e+03,5.676499999999999879e+00
6.294240020000000186e+03,1.126800000000000024e+00
6.260706540000000132e+03,4.884235000000000468e+02
6.277473279999999249e+03,4.423875000000000455e+02
6.277473279999999249e+03,4.006906000000000176e+02
6.277473279999999249e+03,3.750996499999999969e+02
6.243939809999999852e+03,2.667210499999999911e+02
6.277473279999999249e+03,2.249119999999999777e+02
6.273281600000000253e+03,1.417017999999999915e+02
6.273281600000000253e+03,7.953874999999999318e+01
6.277473279999999249e+03,6.856274999999999409e+01
6.277473279999999249e+03,5.532675000000000409e+01
6.277473279999999249e+03,3.602709999999999724e+01
6.263101789999999710e+03,3.202185000000000059e+01
6.277473279999999249e+03,2.160204999999999842e+01
6.277473279999999249e+03,1.686595000000000155e+01
6.243939809999999852e+03,9.278074999999999761e+01
6.260706540000000132e+03,1.478040000000000020e+01
6.260706540000000132e+03,1.383639999999999937e+01
6.222241680000000088e+03,2.730649999999999800e+00
6.260706540000000132e+03,9.874499999999999389e-01
6.260706540000000132e+03,7.710000000000000187e-01
6.180118040000000292e+03,4.145745999999999754e+02
6.243939809999999852e+03,1.304809999999999945e+02
6.243939809999999852e+03,1.221475499999999954e+02
6.235556440000000293e+03,5.265484999999999616e+01
6.243939809999999852e+03,3.723579999999999757e+01
6.243939809999999852e+03,2.196144999999999925e+01
6.243939809999999852e+03,2.055884999999999962e+01
6.232761989999999969e+03,1.212545000000000073e+01
6.243939809999999852e+03,6.267199999999998994e+00
6.243939809999999852e+03,4.505700000000000038e+00
6.243939809999999852e+03,9.243999999999998884e-01
6.227173070000000735e+03,5.392500999999999749e+02
6.183160390000000007e+03,1.482794000000000096e+02
6.227173070000000735e+03,1.106346499999999935e+02
6.168489499999999680e+03,9.189205000000001178e+01
6.227173070000000735e+03,8.496524999999999750e+01
6.227173070000000735e+03,7.445885000000001241e+01
6.227173070000000735e+03,1.686595000000000155e+01
6.227173070000000735e+03,1.383639999999999937e+01
6.227173070000000735e+03,8.434400000000000119e+00
6.227173070000000735e+03,4.813100000000000378e+00
6.227173070000000735e+03,3.347949999999999982e+00
6.227173070000000735e+03,7.968500000000000583e-01
6.170166170000000420e+03,6.338890499999999975e+02
6.193639600000000428e+03,4.884235000000000468e+02
6.193639600000000428e+03,1.297653500000000122e+02
6.210406339999999545e+03,5.718294999999999106e+01
6.193639600000000428e+03,4.319675000000000153e+01
6.185256229999999960e+03,6.744079999999999586e+01
6.185256229999999960e+03,5.353085000000000093e+01
6.168489499999999680e+03,3.692984999999999474e+01
6.176872870000000148e+03,2.044604999999999961e+01
6.185256229999999960e+03,3.948550000000000004e+00
6.185256229999999960e+03,3.576400000000000023e+00
6.185256229999999960e+03,7.968500000000000583e-01
6.185256229999999960e+03,6.869000000000000661e-01
6.160106130000000121e+03,5.217458500000000186e+02
6.160106130000000121e+03,3.317425000000000068e+01
6.160106130000000121e+03,1.862105000000000032e+01
6.160106130000000121e+03,1.686595000000000155e+01
6.160106130000000121e+03,9.312099999999999156e+00
6.160106130000000121e+03,2.487699999999999800e+00
6.160106130000000121e+03,2.074800000000000200e+00
6.154517220000000634e+03,8.653500000000000636e-01
6.160106130000000121e+03,4.000000000000000192e-04
6.134956029999999373e+03,6.793739000000000487e+02
6.143339399999999841e+03,4.884235000000000468e+02
6.143339399999999841e+03,6.525164999999999793e+01
6.143339399999999841e+03,6.008459999999999468e+01
6.137750479999999698e+03,4.248985000000000412e+01
6.143339399999999841e+03,2.955574999999999974e+01
6.126572659999999814e+03,2.124854999999999805e+01
6.126572659999999814e+03,3.134149999999999991e+00
6.120983750000000327e+03,2.838750000000000107e+00
6.090643939999999930e+03,2.328849999999999643e+00
6.109805920000000697e+03,5.048097999999999388e+02
6.109805920000000697e+03,9.076194999999999879e+01
6.109805920000000697e+03,8.220725000000000193e+01
6.061182389999999941e+03,6.525164999999999793e+01
6.099745879999999488e+03,3.350430000000000064e+01
6.109805920000000697e+03,1.924579999999999913e+01
6.101422559999999976e+03,8.235999999999999988e-01
6.109805920000000697e+03,5.635000000000000009e-01
6.093039189999999508e+03,1.070434000000000054e+02
6.093039189999999508e+03,4.391539999999999822e+01
6.061900970000000598e+03,3.812389999999999901e+01
6.093039189999999508e+03,2.955574999999999974e+01
6.084655819999999949e+03,2.746599999999999930e+00
6.093039189999999508e+03,4.938000000000000167e-01
6.093039189999999508e+03,3.499999999999999422e-04
6.076272450000000390e+03,4.725690999999999917e+02
6.067889089999999669e+03,7.695689999999999031e+01
6.067889089999999669e+03,2.160204999999999842e+01
5.979141020000000026e+03,1.012383499999999970e+02
6.059505720000000110e+03,8.781575000000000841e+01
6.048327889999999570e+03,3.088519999999999754e+01
6.059505720000000110e+03,1.478040000000000020e+01
6.059505720000000110e+03,5.141449999999999854e+00
6.031561160000000200e+03,8.012500000000000178e-01
6.059505720000000110e+03,2.500000000000000052e-04
6.042738980000000083e+03,6.682565499999999474e+02
5.985452639999999519e+03,5.318863999999999805e+02
6.009205509999999776e+03,5.496280000000000143e+01
6.042738980000000083e+03,4.248985000000000412e+01
6.042738980000000083e+03,2.424680000000000035e+01
6.042738980000000083e+03,2.838750000000000107e+00
6.042738980000000083e+03,4.472999999999999754e-01
6.025972249999999804e+03,7.752356999999999516e+02
6.025972249999999804e+03,7.257236999999998943e+02
5.990342929999999797e+03,7.921135000000001014e+01
6.025972249999999804e+03,2.487699999999999800e+00
6.025972249999999804e+03,2.253249999999999975e+00
6.025972249999999804e+03,7.337499999999999023e-01
6.025972249999999804e+03,6.869000000000000661e-01
6.025972249999999804e+03,5.824000000000000288e-01
6.025972249999999804e+03,4.938000000000000167e-01
6.025972249999999804e+03,9.499999999999998897e-04
6.025972249999999804e+03,4.000000000000000192e-04
5.992438779999999497e+03,6.793739000000000487e+02
6.000822140000000218e+03,6.108419999999999561e+01
5.984055409999999938e+03,4.284185000000000088e+01
6.000822140000000218e+03,3.723579999999999757e+01
6.000822140000000218e+03,3.485764999999999958e+01
6.000822140000000218e+03,1.989150000000000063e+01
6.000822140000000218e+03,2.109300000000000175e+00
6.000822140000000218e+03,6.430000000000000160e-01
5.992438779999999497e+03,5.217499999999999361e-01
5.967288669999999911e+03,8.012444000000000415e+02
5.975672039999999470e+03,7.500713000000000648e+02
5.975672039999999470e+03,5.179319999999999879e+01
5.967288669999999911e+03,4.769190000000000396e+01
5.975672039999999470e+03,3.054729999999999634e+01
5.975672039999999470e+03,2.124854999999999805e+01
5.975672039999999470e+03,2.447000000000000064e+00
5.958905300000000352e+03,7.583499999999999686e-01
5.975672039999999470e+03,7.099500000000000810e-01
5.975672039999999470e+03,5.824000000000000288e-01
5.958905300000000352e+03,9.449768500000000131e+02
5.958905300000000352e+03,6.008459999999999468e+01
5.945491920000000391e+03,3.951449999999999818e+01
5.958905300000000352e+03,3.317425000000000068e+01
5.950521939999999631e+03,2.907209999999999894e+01
5.953316389999999956e+03,2.269825000000000159e+01
5.958905300000000352e+03,3.134149999999999991e+00
5.958905300000000352e+03,6.646000000000000796e-01
5.958905300000000352e+03,5.452000000000000179e-01
5.958905300000000352e+03,3.499999999999999422e-04
5.942138570000000072e+03,5.048097999999999388e+02
5.933755199999999604e+03,6.856274999999999409e+01
5.925371830000000045e+03,6.906761500000000069e+02
5.925371830000000045e+03,6.052705500000000711e+02
5.916988470000000234e+03,6.159019999999999584e+01
5.925371830000000045e+03,5.532675000000000409e+01
5.891838359999999739e+03,3.674750000000000227e+01
5.925371830000000045e+03,1.989150000000000063e+01
5.925371830000000045e+03,1.743179999999999907e+01
5.916988470000000234e+03,2.367550000000000043e+00
5.916988470000000234e+03,6.869000000000000661e-01
5.925371830000000045e+03,5.452000000000000179e-01
5.925371830000000045e+03,5.020499999999999963e-01
5.925371830000000045e+03,3.499999999999999422e-04
5.891838359999999739e+03,1.230469949999999926e+03
5.875071629999999459e+03,7.667551500000000715e+02
5.883454990000000180e+03,6.465647000000000162e+02
5.875071629999999459e+03,5.697385500000000320e+02
5.828963099999999940e+03,9.718289999999998940e+01
5.879263310000000274e+03,8.426720000000000255e+01
5.891838359999999739e+03,3.977615000000000123e+01
5.887646679999999833e+03,3.209740000000000038e+01
5.891838359999999739e+03,4.217950000000000088e+00
5.891838359999999739e+03,7.837999999999999412e-01
5.866688259999999900e+03,6.982999999999999208e-01
5.891838359999999739e+03,4.256999999999999673e-01
5.891838359999999739e+03,3.549999999999999822e-01
5.875071629999999459e+03,1.114492949999999837e+03
5.875071629999999459e+03,7.021664499999999407e+02
5.862496570000000247e+03,7.569755000000000678e+01
5.866688259999999900e+03,2.160204999999999842e+01
5.875071629999999459e+03,3.576400000000000023e+00
5.875071629999999459e+03,2.487699999999999800e+00
5.875071629999999459e+03,4.778000000000000025e-01
5.858304889999999432e+03,1.009447250000000054e+03
5.858304889999999432e+03,9.449768500000000131e+02
5.858304889999999432e+03,6.744079999999999586e+01
5.821045479999999770e+03,5.236605000000000132e+01
5.858304889999999432e+03,3.032399999999999984e+00
5.858304889999999432e+03,1.373550000000000049e+00
5.822908449999999903e+03,7.695499999999999563e-01
5.858304889999999432e+03,5.103999999999999648e-01
5.858304889999999432e+03,7.499999999999999072e-04
5.824771420000000035e+03,1.078316100000000006e+03
5.841538150000000314e+03,6.793739000000000487e+02
5.841538150000000314e+03,4.111064999999999969e+01
5.841538150000000314e+03,3.105550000000000210e+01
5.841538150000000314e+03,2.307584999999999908e+01
5.841538150000000314e+03,3.460300000000000153e+00
5.816388049999999566e+03,1.250940450000000055e+03
5.816388049999999566e+03,9.766802000000000135e+02
5.816388049999999566e+03,7.257236999999998943e+02
5.750997779999999693e+03,4.663723499999999831e+02
5.816388049999999566e+03,6.418384999999999252e+01
5.816388049999999566e+03,5.718294999999999106e+01
5.816388049999999566e+03,2.406950000000000145e+00
5.816388049999999566e+03,1.567349999999999799e+00
5.784789200000000164e+03,1.441400000000000237e+00
5.816388049999999566e+03,4.472999999999999754e-01
5.791237949999999728e+03,8.281256500000000642e+02
5.791237949999999728e+03,6.573211500000001024e+02
5.791237949999999728e+03,6.052705500000000711e+02
5.791237949999999728e+03,9.856704999999999472e+01
5.791237949999999728e+03,7.445885000000001241e+01
5.774471209999999701e+03,3.764759999999999707e+01
5.791237949999999728e+03,1.989150000000000063e+01
5.791237949999999728e+03,1.743179999999999907e+01
5.780060120000000097e+03,6.019500000000000961e-01
5.757704479999999421e+03,7.583673499999999876e+02
5.774471209999999701e+03,6.856274999999999409e+01
5.764411170000000311e+03,6.068240000000000123e+01
5.726033980000000156e+03,6.932000000000000384e-01
5.774471209999999701e+03,5.452000000000000179e-01
5.768882300000000214e+03,4.938000000000000167e-01
5.757704479999999421e+03,1.550206799999999930e+03
5.757704479999999421e+03,9.143025499999999965e+02
5.757704479999999421e+03,6.359843000000000757e+02
5.757704479999999421e+03,5.666136999999999944e+02
5.757704479999999421e+03,9.076194999999999879e+01
5.757704479999999421e+03,5.353085000000000093e+01
5.757704479999999421e+03,4.248985000000000412e+01
5.757704479999999421e+03,3.485764999999999958e+01
5.757704479999999421e+03,3.054729999999999634e+01
5.746526649999999790e+03,1.244050000000000100e+00
5.757704479999999421e+03,2.311999999999999889e-01
5.740937740000000304e+03,1.250940450000000055e+03
5.724171010000000024e+03,8.281256500000000642e+02
5.740937740000000304e+03,5.048097999999999388e+02
5.740937740000000304e+03,1.106346499999999935e+02
5.740937740000000304e+03,5.011199999999999477e+01
5.740937740000000304e+03,2.933949999999999392e+00
5.740937740000000304e+03,2.746599999999999930e+00
5.740937740000000304e+03,1.619900000000000340e+00
5.740937740000000304e+03,3.434999999999999720e-01
4.929112470000000030e+03,2.827574300000000221e+03
5.724171010000000024e+03,1.889631050000000187e+03
5.715787639999999556e+03,9.295131500000001097e+02
5.709799520000000484e+03,5.706345499999999902e+02
5.724171010000000024e+03,6.856274999999999409e+01
5.712993179999999484e+03,5.655740000000000123e+01
5.687843079999999645e+03,4.295980000000000132e+01
5.724171010000000024e+03,3.912525000000000119e+01
5.724171010000000024e+03,3.054729999999999634e+01
5.724171010000000024e+03,2.307584999999999908e+01
5.701815360000000510e+03,1.020612049999999954e+03
5.701815360000000510e+03,1.848499999999999810e+00
5.707404269999999997e+03,1.674249999999999794e+00
5.659751440000000002e+03,1.301549999999999985e+00
5.707404269999999997e+03,1.126800000000000024e+00
5.671291299999999865e+03,5.438500000000000556e-01
5.707404269999999997e+03,4.938000000000000167e-01
5.690637529999999970e+03,6.793739000000000487e+02
5.682254170000000158e+03,7.823720000000000141e+01
5.669679120000000694e+03,6.688670000000000471e+01
5.690637529999999970e+03,5.011199999999999477e+01
5.690637529999999970e+03,3.602709999999999724e+01
5.690637529999999970e+03,3.317425000000000068e+01
5.690637529999999970e+03,2.307584999999999908e+01
5.690637529999999970e+03,1.567349999999999799e+00
5.690637529999999970e+03,3.323500000000000343e-01
5.673870799999999690e+03,1.404093200000000024e+03
5.668281890000000203e+03,7.337504500000000007e+02
5.637542870000000221e+03,4.497471999999999639e+02
5.673870799999999690e+03,5.718294999999999106e+01
5.673870799999999690e+03,2.328849999999999643e+00
5.673870799999999690e+03,4.622999999999999887e-01
5.640337329999999383e+03,1.467250450000000001e+03
5.640337329999999383e+03,1.177504850000000033e+03
5.636983979999999974e+03,8.012444000000000415e+02
5.628361089999999422e+03,6.095656999999998789e+02
5.640337329999999383e+03,5.353085000000000093e+01
5.657104060000000572e+03,2.040849999999999831e+00
5.657104060000000572e+03,1.516450000000000076e+00
5.657104060000000572e+03,2.500000000000000052e-04
5.631953959999999825e+03,6.793739000000000487e+02
5.631953959999999825e+03,7.445885000000001241e+01
5.631953959999999825e+03,3.602709999999999724e+01
5.631953959999999825e+03,2.746599999999999930e+00
5.631953959999999825e+03,4.938000000000000167e-01
5.606803859999999986e+03,1.602215250000000196e+03
5.606803859999999986e+03,5.217458500000000186e+02
5.606803859999999986e+03,8.086199999999999477e+01
5.606803859999999986e+03,6.856274999999999409e+01
5.606803859999999986e+03,5.718294999999999106e+01
5.606803859999999986e+03,4.391539999999999822e+01
5.606803859999999986e+03,2.676999999999999957e+01
5.606803859999999986e+03,2.307584999999999908e+01
5.606803859999999986e+03,2.180099999999999927e+00
5.606803859999999986e+03,1.674249999999999794e+00
5.606803859999999986e+03,1.567349999999999799e+00
5.606803859999999986e+03,5.635000000000000009e-01
5.606803859999999986e+03,4.256999999999999673e-01
5.606803859999999986e+03,2.163999999999999813e-01
5.606803859999999986e+03,2.999999999999999737e-04
5.573270389999999679e+03,1.328955850000000055e+03
5.590037119999999959e+03,8.012444000000000415e+02
5.590037119999999959e+03,3.629238000000000284e+02
5.590037119999999959e+03,3.602709999999999724e+01
5.590037119999999959e+03,1.989150000000000063e+01
5.590037119999999959e+03,1.818249999999999922e+00
5.573270389999999679e+03,1.602215250000000196e+03
5.573270389999999679e+03,9.143025499999999965e+02
5.573270389999999679e+03,5.217458500000000186e+02
5.548120280000000093e+03,4.192900999999999954e+02
5.563210339999999633e+03,6.924490000000000123e+01
5.567681470000000445e+03,1.285800000000000054e+00
5.573270389999999679e+03,1.164599999999999858e+00
5.573270389999999679e+03,4.938000000000000167e-01
5.556503649999999652e+03,2.018549849999999878e+03
5.548120280000000093e+03,1.151883499999999913e+03
5.556503649999999652e+03,4.725690999999999917e+02
5.556503649999999652e+03,8.496524999999999750e+01
5.548120280000000093e+03,7.823720000000000141e+01
5.556503649999999652e+03,4.111064999999999969e+01
5.539736910000000535e+03,3.806400000000000006e+01
5.556503649999999652e+03,2.506025000000000347e+01
5.556503649999999652e+03,2.328849999999999643e+00
5.548120280000000093e+03,1.593400000000000150e+00
5.556503649999999652e+03,8.372999999999999332e-01
5.539736910000000535e+03,5.482000000000000206e-01
5.556503649999999652e+03,4.622999999999999887e-01
5.539736910000000535e+03,7.021664499999999407e+02
5.517381269999999859e+03,6.052705500000000711e+02
5.539736910000000535e+03,5.353085000000000093e+01
5.539736910000000535e+03,9.712999999999999412e-01
5.539736910000000535e+03,4.256999999999999673e-01
5.522970179999999345e+03,2.018549849999999878e+03
5.522970179999999345e+03,1.602215250000000196e+03
5.522970179999999345e+03,1.499886500000000069e+03
5.514586809999999787e+03,1.314417949999999792e+03
5.522970179999999345e+03,9.449768500000000131e+02
5.522970179999999345e+03,8.701479000000000497e+02
5.522970179999999345e+03,4.884235000000000468e+02
5.462609929999999622e+03,8.220725000000000193e+01
5.522970179999999345e+03,2.676999999999999957e+01
5.514586809999999787e+03,1.443250000000000144e+00
5.522970179999999345e+03,1.328950000000000076e+00
5.522970179999999345e+03,4.778000000000000025e-01
5.506203440000000228e+03,1.043313550000000077e+03
5.472669969999999921e+03,3.858607499999999959e+02
5.506203440000000228e+03,7.445885000000001241e+01
5.506203440000000228e+03,6.108419999999999561e+01
5.506203440000000228e+03,2.506025000000000347e+01
5.506203440000000228e+03,2.307584999999999908e+01
5.495025620000000345e+03,9.983999999999999542e-01
5.497820079999999507e+03,4.256999999999999673e-01
5.489436709999999948e+03,1.798374649999999747e+03
5.481053339999999480e+03,1.151883499999999913e+03
5.489436709999999948e+03,8.701479000000000497e+02
5.481053339999999480e+03,6.573211500000001024e+02
5.443607629999999517e+03,4.562245500000000220e+02
5.489436709999999948e+03,5.274999999999999689e-01
5.489436709999999948e+03,4.622999999999999887e-01
5.472669969999999921e+03,1.499886500000000069e+03
5.472669969999999921e+03,1.043313550000000077e+03
5.472669969999999921e+03,7.257236999999998943e+02
5.472669969999999921e+03,5.217458500000000186e+02
5.447519870000000083e+03,7.364430000000000121e+01
5.455903239999999641e+03,5.845485000000000042e+01
5.472669969999999921e+03,5.265484999999999616e+01
5.472669969999999921e+03,4.538869999999999294e+01
5.472669969999999921e+03,3.485764999999999958e+01
5.455903239999999641e+03,1.467249999999999943e+00
5.472669969999999921e+03,3.669499999999999984e-01
5.472669969999999921e+03,3.215500000000000025e-01
5.472669969999999921e+03,2.552499999999999769e-01
5.447519870000000083e+03,1.798374649999999747e+03
5.447519870000000083e+03,1.404093200000000024e+03
5.447519870000000083e+03,1.328950000000000076e+00
5.447519870000000083e+03,5.274999999999999689e-01
5.447519870000000083e+03,3.919500000000000206e-01
5.413986399999999776e+03,9.766802000000000135e+02
5.411191939999999704e+03,7.583673499999999876e+02
5.422369770000000244e+03,5.573415999999999713e+02
5.422369770000000244e+03,4.778000000000000025e-01
5.405603029999999308e+03,7.021664499999999407e+02
5.385482949999999619e+03,3.851338499999999954e+02
5.405603029999999308e+03,6.525164999999999793e+01
5.388836290000000190e+03,1.078300000000000036e+00
5.405603029999999308e+03,9.874499999999999389e-01
5.405603029999999308e+03,5.274999999999999689e-01
5.405603029999999308e+03,3.549999999999999822e-01
5.405603029999999308e+03,3.323500000000000343e-01
5.405603029999999308e+03,3.499999999999999422e-04
5.405603029999999308e+03,2.500000000000000052e-04
5.372069559999999910e+03,7.507564999999999600e+01
5.380452929999999469e+03,1.396400000000000086e+00
5.372069559999999910e+03,4.725499999999999701e-01
5.377658470000000307e+03,4.007000000000000006e-01
5.372069559999999910e+03,2.716567900000000009e+03
5.372069559999999910e+03,1.711525300000000243e+03
5.372069559999999910e+03,9.449768500000000131e+02
5.372069559999999910e+03,7.625497000000000298e+02
5.346919450000000325e+03,6.737923000000000684e+02
5.360891729999999370e+03,5.921004499999999098e+02
5.372069559999999910e+03,5.048097999999999388e+02
5.338536089999999604e+03,1.051581999999999937e+02
5.277337499999999636e+03,8.153185000000000571e+01
5.372069559999999910e+03,6.525164999999999793e+01
5.363686189999999442e+03,9.712999999999999412e-01
5.338536089999999604e+03,2.138548649999999725e+03
5.355302819999999883e+03,1.404093200000000024e+03
5.355302819999999883e+03,1.314417949999999792e+03
5.355302819999999883e+03,4.769190000000000396e+01
5.328056880000000092e+03,8.653500000000000636e-01
5.355302819999999883e+03,3.323500000000000343e-01
5.330152720000000045e+03,8.012444000000000415e+02
5.330152720000000045e+03,7.500713000000000648e+02
5.325961040000000139e+03,5.217458500000000186e+02
5.338536089999999604e+03,5.718294999999999106e+01
5.338536089999999604e+03,5.353085000000000093e+01
5.330152720000000045e+03,3.105550000000000210e+01
5.338536089999999604e+03,2.109300000000000175e+00
5.338536089999999604e+03,1.619900000000000340e+00
5.312623859999999695e+03,7.315499999999999226e-01
5.338536089999999604e+03,3.669499999999999984e-01
5.321769349999999577e+03,1.451199649999999792e+03
5.321769349999999577e+03,1.250940450000000055e+03
5.321769349999999577e+03,1.043313550000000077e+03
5.269182770000000346e+03,4.423875000000000455e+02
5.321769349999999577e+03,3.876840500000000134e+02
5.313385980000000018e+03,9.380695000000000050e+01
5.321769349999999577e+03,7.204189999999999827e+01
5.321769349999999577e+03,2.766809999999999903e+01
5.321769349999999577e+03,1.373550000000000049e+00
5.321769349999999577e+03,1.264750000000000041e+00
5.321769349999999577e+03,1.054850000000000065e+00
5.321769349999999577e+03,9.874499999999999389e-01
5.321769349999999577e+03,4.472999999999999754e-01
5.321769349999999577e+03,4.051000000000000156e-01
5.321769349999999577e+03,2.552499999999999769e-01
5.305002620000000206e+03,9.766802000000000135e+02
5.305002620000000206e+03,3.511431500000000483e+02
5.305002620000000206e+03,1.910499999999999865e+00
5.288235879999999270e+03,3.422466350000000148e+03
5.288235879999999270e+03,2.156264049999999770e+03
5.271469140000000152e+03,1.798374649999999747e+03
5.275660829999999805e+03,8.488768000000000029e+02
5.288235879999999270e+03,5.573415999999999713e+02
5.288235879999999270e+03,6.313355000000000672e+01
5.288235879999999270e+03,5.910139999999999816e+01
5.288235879999999270e+03,5.011199999999999477e+01
5.288235879999999270e+03,3.054729999999999634e+01
5.288235879999999270e+03,1.164599999999999858e+00
5.288235879999999270e+03,3.549999999999999822e-01
5.263085779999999431e+03,1.451199649999999792e+03
5.263085779999999431e+03,9.449768500000000131e+02
5.263085779999999431e+03,3.848499999999999943e+01
5.263085779999999431e+03,9.554000000000000270e-01
5.263085779999999431e+03,4.472999999999999754e-01
5.263085779999999431e+03,1.775499999999999856e-01
5.237935669999999845e+03,2.380650500000000193e+03
5.237935669999999845e+03,2.156264049999999770e+03
5.237935669999999845e+03,7.257236999999998943e+02
5.181717800000000352e+03,3.036995000000000289e+01
5.237935669999999845e+03,1.203699999999999992e+00
5.237935669999999845e+03,7.583499999999999686e-01
5.237935669999999845e+03,6.646000000000000796e-01
5.202006949999999961e+03,3.600999999999999757e-01
5.221168939999999566e+03,2.901903899999999794e+03
5.212785570000000007e+03,5.482211999999999534e+02
5.212785570000000007e+03,4.497471999999999639e+02
5.221168939999999566e+03,5.910139999999999816e+01
5.221168939999999566e+03,8.372999999999999332e-01
5.199611710000000130e+03,4.347999999999999643e-01
5.221168939999999566e+03,2.817999999999999949e-01
5.221168939999999566e+03,2.236999999999999822e-01
5.204402200000000448e+03,3.203883550000000014e+03
5.204402200000000448e+03,2.018549849999999878e+03
5.204402200000000448e+03,1.151883499999999913e+03
5.204402200000000448e+03,7.257236999999998943e+02
5.196018829999999980e+03,5.132079499999999825e+02
5.187635470000000169e+03,7.109719999999998663e+01
5.204402200000000448e+03,1.264750000000000041e+00
5.196018829999999980e+03,9.874499999999999389e-01
5.170868730000000141e+03,7.099500000000000810e-01
5.204402200000000448e+03,6.869000000000000661e-01
5.176457639999999628e+03,6.645913500000000340e+02
5.187635470000000169e+03,2.163999999999999813e-01
5.170868730000000141e+03,8.701479000000000497e+02
5.154101999999999862e+03,4.884235000000000468e+02
5.154101999999999862e+03,4.210231500000000437e+02
5.170868730000000141e+03,1.730450000000000044e+00
5.170868730000000141e+03,1.203699999999999992e+00
5.170868730000000141e+03,9.243999999999998884e-01
5.170868730000000141e+03,8.101000000000000423e-01
5.170868730000000141e+03,2.726499999999999480e-01
5.170868730000000141e+03,2.500000000000000052e-04
5.154101999999999862e+03,3.311371849999999995e+03
5.154101999999999862e+03,1.953026999999999816e+03
5.154101999999999862e+03,1.499886500000000069e+03
5.154101999999999862e+03,1.078316100000000006e+03
5.154101999999999862e+03,8.220725000000000193e+01
5.154101999999999862e+03,3.111000000000000432e-01
5.137335259999999835e+03,9.766802000000000135e+02
5.137335259999999835e+03,8.701479000000000497e+02
5.128951890000000276e+03,5.482211999999999534e+02
5.137335259999999835e+03,8.927669999999999106e+01
5.128951890000000276e+03,6.119500000000001050e-01
5.120568520000000717e+03,1.190528449999999793e+03
5.120568520000000717e+03,1.114492949999999837e+03
5.120568520000000717e+03,6.465647000000000162e+02
5.120568520000000717e+03,9.554000000000000270e-01
5.120568520000000717e+03,7.710000000000000187e-01
5.120568520000000717e+03,6.869000000000000661e-01
5.055896829999999682e+03,8.201369999999998583e+01
5.103801789999999528e+03,6.856274999999999409e+01
5.103801789999999528e+03,2.469499999999999751e-01
5.078651689999999689e+03,3.311371849999999995e+03
5.078651689999999689e+03,2.380650500000000193e+03
5.078651689999999689e+03,9.766802000000000135e+02
5.078651689999999689e+03,8.281256500000000642e+02
5.078651689999999689e+03,7.752356999999999516e+02
5.078651689999999689e+03,7.257236999999998943e+02
5.078651689999999689e+03,2.613949999999999996e+00
5.078651689999999689e+03,1.373550000000000049e+00
5.078651689999999689e+03,7.099500000000000810e-01
5.055178260000000591e+03,6.119500000000001050e-01
5.053501580000000104e+03,1.314417949999999792e+03
5.053501580000000104e+03,6.573211500000001024e+02
5.016919609999999921e+03,1.174756500000000017e+02
5.053501580000000104e+03,9.380695000000000050e+01
5.053501580000000104e+03,9.874499999999999389e-01
5.036734849999999824e+03,2.363000000000000100e-01
5.036734849999999824e+03,1.009447250000000054e+03
5.028351479999999356e+03,7.881328000000000884e+02
5.036734849999999824e+03,1.590503500000000088e+02
5.036734849999999824e+03,7.583499999999999686e-01
5.036734849999999824e+03,2.961000000000000298e-01
5.036734849999999824e+03,2.726499999999999480e-01
5.019968109999999797e+03,2.999261000000000422e+03
5.019968109999999797e+03,1.114492949999999837e+03
5.019968109999999797e+03,6.052705500000000711e+02
5.003201379999999517e+03,2.303373750000000200e+03
5.003201379999999517e+03,9.143025499999999965e+02
4.946723949999999604e+03,3.481070499999999583e+02
5.003201379999999517e+03,7.204189999999999827e+01
5.003201379999999517e+03,7.337499999999999023e-01
4.971530870000000505e+03,3.323500000000000343e-01
4.986434639999999490e+03,1.404093200000000024e+03
4.986434639999999490e+03,9.766802000000000135e+02
4.986434639999999490e+03,7.021664499999999407e+02
