# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Tue Apr  6 21:54:41 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#   Isochrone   Z = 0.01900     Age =   3.162e+07 yr
# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    U       B       V       R       I       J       H       K   C/O M_hec   period  pmode   logMdot int_IMF
    7.50    0.8999999762    0.9000  -0.3741 3.7180  4.5843  5.705   7.193   6.742   5.887   5.402   5.004   4.453   4.003   3.954   0.4787  0.0000  0.0 1   -11.750 3.1102609634
    7.50    1.0000000000    1.0000  -0.1590 3.7481  4.5354  5.168   6.216   5.986   5.257   4.843   4.495   4.036   3.665   3.626   0.4787  0.0000  0.0 1   -12.840 3.1408040524
    7.50    1.1000000238    1.1000  0.0393  3.7710  4.4700  4.672   5.444   5.348   4.716   4.351   4.038   3.642   3.323   3.292   0.4787  0.0000  0.0 1   -13.742 3.1655414104
    7.50    1.2000000477    1.2000  0.2516  3.7957  4.3943  4.141   4.684   4.682   4.152   3.835   3.561   3.229   2.963   2.939   0.4787  0.0000  0.0 1   -14.208 3.1858570576
    7.50    1.2277008295    1.2277  0.3002  3.8014  4.3785  4.020   4.517   4.531   4.024   3.718   3.453   3.136   2.882   2.860   0.4787  0.0000  0.0 1   -14.286 3.1908547878
    7.50    1.2999999523    1.3000  0.4188  3.8155  4.3411  3.723   4.138   4.171   3.716   3.437   3.195   2.911   2.686   2.667   0.4787  0.0000  0.0 1   -14.431 3.2028071880
    7.50    1.3751319647    1.3751  0.5346  3.8300  4.3076  3.433   3.776   3.818   3.415   3.165   2.946   2.697   2.500   2.484   0.4787  0.0000  0.0 1   -14.528 3.2137343884
    7.50    1.3999999762    1.4000  0.5716  3.8346  4.2967  3.341   3.667   3.708   3.320   3.078   2.868   2.628   2.441   2.425   0.4787  0.0000  0.0 1   -14.553 3.2170591354
    7.50    1.4790414572    1.4790  0.6743  3.8514  4.2852  3.084   3.352   3.389   3.054   2.845   2.663   2.461   2.306   2.293   0.4787  0.0000  0.0 1   -14.621 3.2267887592
    7.50    1.5000000000    1.5000  0.7006  3.8557  4.2823  3.018   3.278   3.310   2.987   2.786   2.612   2.420   2.272   2.259   0.4787  0.0000  0.0 1   -14.637 3.2291738987
    7.50    1.6000000238    1.6000  0.8270  3.8804  4.2828  2.702   2.914   2.921   2.664   2.513   2.383   2.242   2.139   2.130   0.4787  0.0000  0.0 1   -14.703 3.2395837307
    7.50    1.6159474850    1.6159  0.8454  3.8843  4.2843  2.656   2.863   2.865   2.619   2.475   2.352   2.219   2.123   2.113   0.4787  0.0000  0.0 1   -14.713 3.2411067486
    7.50    1.7000000477    1.7000  0.9397  3.9044  4.2922  2.421   2.603   2.582   2.389   2.283   2.196   2.102   2.037   2.029   0.4787  0.0000  0.0 1   -14.761 3.2485761642
    7.50    1.7999999523    1.8000  1.0415  3.9253  4.2992  2.166   2.328   2.289   2.154   2.089   2.036   1.978   1.941   1.935   0.4787  0.0000  0.0 1   -14.814 3.2563917637
    7.50    1.8999999762    1.8999  1.1403  3.9446  4.3008  1.919   2.063   2.036   1.949   1.912   1.885   1.856   1.837   1.833   0.4787  0.0000  0.0 1   -14.864 3.2632381916
    7.50    1.9500000477    1.9500  1.1822  3.9532  4.3048  1.815   1.951   1.934   1.867   1.842   1.825   1.809   1.797   1.794   0.4787  0.0000  0.0 1   -14.888 3.2663500309
    7.50    2.0000000000    2.0000  1.2276  3.9615  4.3036  1.701   1.834   1.834   1.783   1.766   1.756   1.751   1.745   1.744   0.4787  0.0000  0.0 1   -14.912 3.2692775726
    7.50    2.2000000477    2.2000  1.3930  3.9922  4.3021  1.288   1.419   1.490   1.492   1.500   1.516   1.549   1.559   1.565   0.4787  0.0000  0.0 1   -15.001 3.2793695927
    7.50    2.5000000000    2.5000  1.6109  4.0312  4.2960  0.743   0.898   1.084   1.135   1.162   1.199   1.275   1.300   1.318   0.4787  0.0000  0.0 1   -15.120 3.2908382416
    7.50    3.0000000000    3.0000  1.9161  4.0827  4.2759  -0.020  0.199   0.549   0.639   0.680   0.738   0.865   0.905   0.936   0.4787  0.0000  0.1 1   -13.516 3.3037204742
    7.50    3.5000000000    3.5000  2.1716  4.1235  4.2503  -0.659  -0.356  0.111   0.225   0.275   0.345   0.508   0.558   0.597   0.4787  0.0000  0.1 1   -13.449 3.3120026588
    7.50    3.7260527611    3.7261  2.2735  4.1393  4.2389  -0.914  -0.570  -0.062  0.061   0.113   0.189   0.364   0.417   0.459   0.4787  0.0000  0.1 1   -13.421 3.3147921562
    7.50    4.0000000000    4.0000  2.3911  4.1576  4.2254  -1.208  -0.812  -0.260  -0.128  -0.071  0.010   0.199   0.256   0.301   0.4787  0.0000  0.1 1   -13.391 3.3176128864
    7.50    4.5000000000    4.5000  2.5902  4.1878  4.1983  -1.706  -1.215  -0.596  -0.447  -0.384  -0.294  -0.083  -0.020  0.030   0.4787  0.0000  0.1 1   -13.339 3.3215744495
    7.50    4.8527388573    4.8527  2.7204  4.2064  4.1751  -2.031  -1.477  -0.820  -0.663  -0.595  -0.499  -0.276  -0.209  -0.155  0.4787  0.0000  0.1 1   -13.307 3.3237004280
    7.50    5.0000000000    5.0000  2.7733  4.2136  4.1642  -2.163  -1.584  -0.913  -0.752  -0.682  -0.584  -0.356  -0.288  -0.232  0.4787  0.0000  0.1 1   -13.294 3.3244650364
    7.50    5.6393480301    5.6393  2.9900  4.2413  4.1106  -2.705  -2.029  -1.306  -1.130  -1.053  -0.946  -0.700  -0.626  -0.566  0.4787  0.0000  0.1 1   -13.241 3.3271372318
    7.50    6.0000000000    6.0000  3.1073  4.2549  4.0744  -2.998  -2.275  -1.527  -1.343  -1.263  -1.152  -0.897  -0.821  -0.758  0.4787  0.0000  0.1 1   -13.215 3.3282895088
    7.50    6.2632541656    6.2633  3.1885  4.2639  4.0479  -3.201  -2.447  -1.682  -1.494  -1.411  -1.297  -1.037  -0.958  -0.894  0.4787  0.0000  0.1 1   -13.196 3.3290104866
    7.50    6.7585606575    6.7586  3.3415  4.2782  3.9852  -3.584  -2.781  -1.989  -1.793  -1.708  -1.589  -1.320  -1.238  -1.170  0.4787  0.0000  0.1 1   -13.163 3.3301465511
    7.50    7.0000000000    7.0000  3.4160  4.2836  3.9473  -3.770  -2.951  -2.148  -1.949  -1.863  -1.742  -1.469  -1.386  -1.318  0.4787  0.0000  0.1 1   -13.148 3.3306136131
    7.50    7.1719589233    7.1720  3.4689  4.2865  3.9169  -3.902  -3.075  -2.265  -2.065  -1.978  -1.856  -1.581  -1.498  -1.429  0.4787  0.0000  0.2 1   -13.137 3.3309175968
    7.50    7.5036554337    7.5037  3.5740  4.2894  3.8427  -4.165  -3.333  -2.515  -2.313  -2.225  -2.103  -1.826  -1.742  -1.672  0.4787  0.0000  0.2 1   -13.117 3.3314452171
    7.50    7.7842030525    7.7842  3.6642  4.2888  3.7663  -4.391  -3.568  -2.746  -2.544  -2.457  -2.335  -2.057  -1.973  -1.904  0.4787  0.0000  0.2 1   -13.101 3.3318393230
    7.50    8.0231666565    8.0232  3.7445  4.2841  3.6802  -4.591  -3.793  -2.975  -2.774  -2.688  -2.568  -2.293  -2.210  -2.142  0.4787  0.0000  0.2 1   -13.088 3.3321423531
    7.50    8.2267398834    8.2267  3.8150  4.2769  3.5918  -4.767  -4.002  -3.193  -2.994  -2.910  -2.792  -2.521  -2.440  -2.373  0.4787  0.0000  0.3 1   -13.077 3.3323788643
    7.50    8.3997840881    8.3998  3.8784  4.2650  3.4899  -4.926  -4.212  -3.418  -3.223  -3.143  -3.029  -2.765  -2.687  -2.621  0.4787  0.0000  0.3 1   -13.068 3.3325662613
    7.50    8.5439195633    8.5439  3.9328  4.2530  3.3950  -5.062  -4.400  -3.621  -3.431  -3.354  -3.245  -2.988  -2.912  -2.848  0.4787  0.0000  0.4 1   -13.061 3.3327131271
    7.50    8.6067628860    8.6068  3.9581  4.2462  3.3454  -5.125  -4.492  -3.722  -3.535  -3.460  -3.354  -3.100  -3.026  -2.964  0.4787  0.0000  0.4 1   -13.058 3.3327746391
    7.50    8.6638908386    8.6639  3.9819  4.2404  3.3014  -5.185  -4.576  -3.813  -3.629  -3.556  -3.451  -3.202  -3.129  -3.067  0.4787  0.0000  0.5 1   -13.055 3.3328294754
    7.50    8.7078018188    8.7078  4.0022  4.2377  3.2724  -5.236  -4.639  -3.879  -3.696  -3.624  -3.521  -3.272  -3.200  -3.139  0.4787  0.0000  0.5 1   -13.053 3.3328707218
    7.50    8.7257862091    8.7258  4.0128  4.2408  3.2752  -5.262  -4.655  -3.889  -3.705  -3.631  -3.527  -3.277  -3.204  -3.142  0.4787  0.0000  0.5 1   -13.052 3.3328876495
    7.50    8.7451038361    8.7451  4.0267  4.2473  3.2884  -5.297  -4.665  -3.888  -3.702  -3.626  -3.520  -3.265  -3.191  -3.128  0.4787  0.0000  0.5 1   -13.051 3.3329055309
    7.50    8.7581396103    8.7581  4.0499  4.2685  3.3507  -5.355  -4.644  -3.832  -3.637  -3.556  -3.442  -3.174  -3.095  -3.028  0.4787  0.0000  0.4 1   -13.050 3.3329174519
    7.50    8.7618389130    8.7618  4.0615  4.2774  3.3748  -5.384  -4.639  -3.814  -3.614  -3.531  -3.414  -3.141  -3.059  -2.991  0.4787  0.0000  0.4 1   -13.050 3.3329207897
    7.50    8.7641057968    8.7641  4.1028  4.3008  3.4271  -5.487  -4.655  -3.792  -3.584  -3.495  -3.370  -3.083  -2.995  -2.923  0.4787  0.0000  0.4 1   -13.050 3.3329229355
    7.50    8.7650470734    8.7650  4.0523  4.2692  3.3513  -5.361  -4.647  -3.835  -3.639  -3.558  -3.443  -3.176  -3.096  -3.029  0.4787  0.0000  0.4 1   -13.050 3.3329236507
    7.50    8.7653779984    8.7654  4.0520  4.2519  3.2822  -5.360  -4.714  -3.928  -3.739  -3.663  -3.555  -3.297  -3.222  -3.158  0.4787  0.0000  0.5 1   -13.050 3.3329241276
    7.50    8.7656507492    8.7657  4.0563  4.2367  3.2171  -5.371  -4.783  -4.021  -3.839  -3.767  -3.664  -3.416  -3.344  -3.283  0.4787  0.0000  0.5 1   -13.050 3.3329243660
    7.50    8.7658834457    8.7659  4.0632  4.2227  3.1544  -5.388  -4.854  -4.113  -3.937  -3.869  -3.771  -3.532  -3.463  -3.405  0.4787  0.0000  0.6 1   -13.050 3.3329246044
    7.50    8.7661514282    8.7662  4.0713  4.2057  3.0785  -5.408  -4.938  -4.225  -4.056  -3.993  -3.901  -3.673  -3.609  -3.552  0.4787  0.0000  0.7 1   -13.050 3.3329248428
    7.50    8.7664461136    8.7664  4.0785  4.1861  2.9927  -5.426  -5.028  -4.348  -4.188  -4.131  -4.046  -3.832  -3.772  -3.718  0.4787  0.0000  0.8 1   -13.050 3.3329250813
    7.50    8.7666654587    8.7667  4.0825  4.1710  2.9283  -5.436  -5.093  -4.438  -4.285  -4.233  -4.154  -3.950  -3.893  -3.843  0.4787  0.0000  0.9 1   -13.050 3.3329253197
    7.50    8.7668924332    8.7669  4.0855  4.1547  2.8603  -5.444  -5.158  -4.530  -4.386  -4.339  -4.266  -4.073  -4.020  -3.973  0.4787  0.0000  1.0 1   -13.050 3.3329253197
    7.50    8.7671289444    8.7671  4.0870  4.1368  2.7873  -5.447  -5.220  -4.626  -4.490  -4.449  -4.384  -4.203  -4.155  -4.111  0.4787  0.0000  1.1 1   -13.050 3.3329255581
    7.50    8.7673797607    8.7674  4.0876  4.1168  2.7066  -5.449  -5.283  -4.730  -4.604  -4.568  -4.511  -4.345  -4.303  -4.262  0.4787  0.0000  1.3 1   -13.050 3.3329257965
    7.50    8.7676687241    8.7677  4.0861  4.0915  2.6066  -5.445  -5.350  -4.852  -4.738  -4.712  -4.664  -4.518  -4.483  -4.446  0.4787  0.0000  1.5 1   -13.050 3.3329260349
    7.50    8.7679634094    8.7680  4.0828  4.0629  2.4958  -5.437  -5.406  -4.980  -4.881  -4.862  -4.826  -4.705  -4.679  -4.647  0.4787  0.0000  1.9 1   -13.050 3.3329265118
    7.50    8.7682676315    8.7683  4.0766  4.0292  2.3670  -5.422  -5.443  -5.111  -5.031  -5.023  -5.002  -4.914  -4.898  -4.872  0.4787  0.0000  2.3 1   -13.050 3.3329267502
    7.50    8.7684173584    8.7684  4.0726  4.0110  2.2983  -5.411  -5.449  -5.174  -5.105  -5.103  -5.090  -5.022  -5.013  -4.991  0.4787  0.0000  2.6 1   -13.050 3.3329267502
    7.50    8.7685728073    8.7686  4.0677  3.9913  2.2244  -5.399  -5.447  -5.238  -5.181  -5.184  -5.181  -5.138  -5.136  -5.118  0.4787  0.0000  3.0 1   -13.050 3.3329269886
    7.50    8.7687273026    8.7687  4.0616  3.9692  2.1421  -5.384  -5.431  -5.302  -5.260  -5.269  -5.278  -5.263  -5.270  -5.259  0.4787  0.0000  3.4 1   -13.050 3.3329269886
    7.50    8.7688865662    8.7689  4.0542  3.9443  2.0500  -5.365  -5.394  -5.358  -5.337  -5.356  -5.379  -5.402  -5.421  -5.417  0.4787  0.0000  4.0 1   -13.050 3.3329272270
    7.50    8.7690420151    8.7690  4.0452  3.9179  1.9533  -5.343  -5.314  -5.378  -5.393  -5.431  -5.477  -5.544  -5.580  -5.586  0.4787  0.0000  4.7 1   -13.050 3.3329274654
    7.50    8.7691965103    8.7692  4.0346  3.8895  1.8504  -5.317  -5.180  -5.338  -5.416  -5.490  -5.569  -5.690  -5.753  -5.767  0.4787  0.0000  5.6 1   -13.050 3.3329274654
    7.50    8.7693510056    8.7694  4.0224  3.8600  1.7446  -5.286  -5.006  -5.226  -5.401  -5.529  -5.654  -5.835  -5.936  -5.959  0.4787  0.0000  6.8 1   -13.050 3.3329277039
    7.50    8.7695055008    8.7695  4.0062  3.8239  1.6165  -5.246  -4.749  -5.008  -5.345  -5.556  -5.747  -6.006  -6.167  -6.198  0.4787  0.0000  8.5 1   -13.050 3.3329277039
    7.50    8.7696647644    8.7697  3.9832  3.7805  1.4659  -5.188  -4.329  -4.664  -5.222  -5.539  -5.814  -6.181  -6.434  -6.475  0.4787  0.0000  11.0    1   -13.050 3.3329279423
    7.50    8.7698192596    8.7698  3.9502  3.7297  1.2956  -5.105  -3.559  -4.150  -5.005  -5.449  -5.821  -6.331  -6.709  -6.762  0.4787  0.0000  14.7    1   -13.050 3.3329281807
    7.50    8.7699737549    8.7700  3.8970  3.6761  1.1345  -4.972  -2.403  -3.470  -4.648  -5.223  -5.691  -6.392  -6.920  -6.994  0.4787  0.0000  19.4    1   -13.050 3.3329281807
    7.50    8.7701282501    8.7701  3.8327  3.6497  1.0933  -4.812  -1.666  -3.012  -4.324  -4.966  -5.492  -6.303  -6.919  -7.009  0.4787  0.0000  20.9    1   -13.050 3.3329284191
    7.50    8.7702779770    8.7703  3.8058  3.6328  1.0522  -4.745  -1.184  -2.725  -4.119  -4.813  -5.390  -6.273  -6.951  -7.055  0.4787  0.0000  22.4    1   -13.050 3.3329284191
    7.50    8.7704381943    8.7704  3.9191  3.6079  0.8397  -5.028  -0.739  -2.622  -4.155  -4.943  -5.611  -6.607  -7.373  -7.501  0.4787  0.0000  32.3    1   -13.050 3.3329286575
    7.50    8.7705440521    8.7705  4.0502  3.5920  0.6447  -5.356  -0.614  -2.655  -4.272  -5.132  -5.883  -6.967  -7.786  -7.932  0.4787  0.0000  45.3    1   -13.050 3.3329286575
    7.50    8.7706432343    8.7706  4.1352  3.5851  0.5324  -5.568  -0.652  -2.729  -4.378  -5.273  -6.067  -7.193  -8.035  -8.188  0.4787  0.0000  55.0    1   -13.050 3.3329288960
    7.50    8.7707815170    8.7708  4.1803  3.5816  0.4729  -5.681  -0.673  -2.769  -4.435  -5.348  -6.164  -7.313  -8.167  -8.324  0.4787  0.0000  60.9    1   -13.050 3.3329288960
    7.50    8.7711305618    8.7711  4.2282  3.5777  0.4097  -5.801  -0.695  -2.810  -4.495  -5.428  -6.268  -7.440  -8.308  -8.469  0.4787  0.0000  68.0    1   -13.050 3.3329293728
    7.50    8.7717781067    8.7718  4.2780  3.5739  0.3446  -5.925  -0.740  -2.841  -4.537  -5.496  -6.368  -7.574  -8.453  -8.618  0.4787  0.0000  76.1    1   -12.670 3.3329298496
    7.50    8.7724580765    8.7725  4.3232  3.5694  0.2814  -6.038  -0.823  -2.805  -4.492  -5.496  -6.433  -7.703  -8.595  -8.762  0.4787  0.0000  84.8    1   -12.205 3.3329305649
    7.50    8.7731714249    8.7732  4.3430  3.5672  0.2529  -6.088  -0.862  -2.783  -4.465  -5.490  -6.459  -7.760  -8.659  -8.827  0.4787  0.0000  89.1    1   -11.996 3.3329312801
    7.50    8.7739391327    8.7739  4.3589  3.5653  0.2296  -6.127  -0.895  -2.762  -4.439  -5.482  -6.478  -7.806  -8.711  -8.880  0.4787  0.0000  92.8    1   -11.824 3.3329317570
    7.50    8.7761201859    8.7761  4.3906  3.5612  0.1814  -6.207  -0.966  -2.708  -4.371  -5.455  -6.513  -7.900  -8.818  -8.988  0.4787  0.0000  100.8   1   -11.470 3.3329339027
    7.50    8.7975387573    8.7975  4.3101  3.5721  0.3068  -6.005  -0.802  -2.862  -4.557  -5.534  -6.430  -7.660  -8.544  -8.710  0.4787  0.0000  81.2    1   -12.394 3.3329532146
    7.50    8.8077793121    8.8078  4.2557  3.5773  0.3825  -5.869  -0.744  -2.869  -4.558  -5.494  -6.335  -7.510  -8.378  -8.540  0.4787  0.0000  71.3    1   -12.951 3.3329625130
    7.50    8.8162460327    8.8162  4.2130  3.5816  0.4429  -5.762  -0.741  -2.849  -4.519  -5.432  -6.247  -7.395  -8.248  -8.405  0.4787  0.0000  64.3    1   -13.047 3.3329701424
    7.50    8.8250131607    8.8250  4.1751  3.5866  0.5011  -5.668  -0.762  -2.853  -4.502  -5.389  -6.173  -7.290  -8.126  -8.278  0.4787  0.0000  58.1    1   -13.047 3.3329780102
    7.50    8.8350648880    8.8351  4.1478  3.5912  0.5473  -5.600  -0.796  -2.875  -4.506  -5.370  -6.124  -7.213  -8.032  -8.180  0.4787  0.0000  53.7    1   -13.046 3.3329870701
    7.50    8.8500432968    8.8500  4.1185  3.5971  0.6007  -5.526  -0.852  -2.916  -4.525  -5.360  -6.076  -7.129  -7.927  -8.069  0.4787  0.0000  49.0    1   -13.046 3.3330004215
    7.50    8.8825016022    8.8825  4.1007  3.6049  0.6514  -5.482  -1.018  -3.009  -4.580  -5.380  -6.058  -7.070  -7.839  -7.973  0.4787  0.0000  44.9    1   -13.044 3.3330290318
    7.50    8.9057474136    8.9057  4.1189  3.6125  0.6648  -5.527  -1.275  -3.175  -4.707  -5.477  -6.124  -7.102  -7.842  -7.968  0.4787  0.0000  43.9    1   -13.043 3.3330492973
    7.50    8.9110155106    8.9110  4.1250  3.6148  0.6682  -5.542  -1.354  -3.226  -4.748  -5.508  -6.146  -7.113  -7.845  -7.968  0.4787  0.0000  43.7    1   -13.043 3.3330538273
    7.50    8.9136400223    8.9136  4.1362  3.6190  0.6737  -5.570  -1.498  -3.320  -4.821  -5.565  -6.186  -7.133  -7.849  -7.969  0.4787  0.0000  43.3    1   -13.043 3.3330562115
    7.50    8.9144611359    8.9145  4.1395  3.6206  0.6769  -5.579  -1.551  -3.354  -4.847  -5.584  -6.199  -7.139  -7.849  -7.966  0.4787  0.0000  43.0    1   -13.043 3.3330569267
    7.50    8.9152822495    8.9153  4.1428  3.6222  0.6803  -5.587  -1.606  -3.389  -4.873  -5.604  -6.212  -7.144  -7.848  -7.964  0.4787  0.0000  42.8    1   -13.043 3.3330576420
    7.50    8.9160928726    8.9161  4.1460  3.6238  0.6833  -5.595  -1.657  -3.422  -4.898  -5.623  -6.224  -7.150  -7.847  -7.961  0.4787  0.0000  42.5    1   -13.043 3.3330583572
    7.50    8.9177360535    8.9177  4.1525  3.6266  0.6882  -5.611  -1.748  -3.478  -4.940  -5.655  -6.247  -7.160  -7.847  -7.959  0.4787  0.0000  42.2    1   -13.042 3.3330597878
    7.50    8.9198436737    8.9198  4.1607  3.6298  0.6928  -5.632  -1.849  -3.540  -4.986  -5.691  -6.274  -7.173  -7.849  -7.958  0.4787  0.0000  41.9    1   -13.042 3.3330614567
    7.50    8.9223413467    8.9223  4.1703  3.6332  0.6969  -5.656  -1.960  -3.608  -5.038  -5.733  -6.306  -7.190  -7.853  -7.960  0.4787  0.0000  41.6    1   -13.042 3.3330636024
    7.50    8.9257164001    8.9257  4.2043  3.6545  0.7482  -5.741  -2.582  -3.965  -5.286  -5.919  -6.433  -7.225  -7.814  -7.903  0.4787  0.0000  38.0    1   -13.042 3.3330667019
    7.50    8.9296016693    8.9296  4.2364  3.7726  1.1886  -5.821  -4.853  -5.244  -5.845  -6.179  -6.468  -6.854  -7.119  -7.163  0.4787  0.0000  17.8    1   -13.042 3.3330700397
    7.50    8.9384279251    8.9384  4.2427  3.8240  1.3885  -5.837  -5.339  -5.616  -5.941  -6.146  -6.335  -6.593  -6.750  -6.782  0.4787  0.0000  12.6    1   -13.041 3.3330776691
    7.50    8.9413003922    8.9413  4.2426  3.8193  1.3698  -5.837  -5.303  -5.586  -5.935  -6.152  -6.350  -6.619  -6.785  -6.818  0.4787  0.0000  13.0    1   -13.041 3.3330800533
    7.50    8.9506044388    8.9506  4.2418  3.8003  1.2954  -5.834  -5.149  -5.462  -5.911  -6.175  -6.409  -6.723  -6.926  -6.964  0.4787  0.0000  14.8    1   -13.041 3.3330881596
    7.50    8.9575681686    8.9576  4.2377  3.7702  1.1792  -5.824  -4.826  -5.227  -5.842  -6.183  -6.476  -6.868  -7.139  -7.184  0.4787  0.0000  18.1    1   -13.040 3.3330941200
    7.50    8.9603471756    8.9603  4.2353  3.7548  1.1203  -5.818  -4.618  -5.091  -5.797  -6.178  -6.501  -6.936  -7.243  -7.292  0.4787  0.0000  20.0    1   -13.040 3.3330962658
    7.50    8.9622936249    8.9623  4.2333  3.7427  1.0737  -5.813  -4.431  -4.976  -5.758  -6.169  -6.516  -6.986  -7.324  -7.376  0.4787  0.0000  21.7    1   -13.040 3.3330979347
    7.50    8.9636754990    8.9637  4.2312  3.7326  1.0359  -5.808  -4.263  -4.876  -5.721  -6.158  -6.523  -7.024  -7.388  -7.442  0.4787  0.0000  23.2    1   -13.040 3.3330991268
    7.50    8.9647617340    8.9648  4.2294  3.7244  1.0049  -5.803  -4.123  -4.793  -5.690  -6.149  -6.529  -7.055  -7.440  -7.495  0.4787  0.0000  24.4    1   -13.040 3.3331000805
    7.50    8.9656181335    8.9656  4.2275  3.7162  0.9738  -5.799  -3.963  -4.704  -5.653  -6.133  -6.528  -7.082  -7.490  -7.547  0.4787  0.0000  25.8    1   -13.040 3.3331007957
    7.50    8.9663162231    8.9663  4.2259  3.7094  0.9483  -5.795  -3.831  -4.630  -5.623  -6.120  -6.527  -7.104  -7.530  -7.589  0.4787  0.0000  27.0    1   -13.040 3.3331015110
    7.50    8.9668979645    8.9669  4.2244  3.7033  0.9256  -5.791  -3.712  -4.563  -5.596  -6.109  -6.526  -7.123  -7.566  -7.627  0.4787  0.0000  28.0    1   -13.040 3.3331019878
    7.50    8.9675703049    8.9676  4.2220  3.6946  0.8930  -5.785  -3.527  -4.464  -5.551  -6.086  -6.518  -7.148  -7.615  -7.680  0.4787  0.0000  29.7    1   -13.040 3.3331024647
    7.50    8.9682073593    8.9682  4.2195  3.6861  0.8618  -5.779  -3.341  -4.365  -5.504  -6.059  -6.507  -7.170  -7.662  -7.730  0.4787  0.0000  31.3    1   -13.040 3.3331031799
    7.50    8.9690971375    8.9691  4.2148  3.6731  0.8142  -5.767  -3.044  -4.208  -5.426  -6.013  -6.486  -7.200  -7.730  -7.806  0.4787  0.0000  34.0    1   -13.040 3.3331038952
    7.50    8.9699602127    8.9700  4.2085  3.6606  0.7708  -5.751  -2.738  -4.048  -5.334  -5.952  -6.452  -7.219  -7.788  -7.873  0.4787  0.0000  36.6    1   -13.040 3.3331046104
    7.50    8.9753723145    8.9754  4.1488  3.6178  0.6594  -5.602  -1.491  -3.332  -4.840  -5.589  -6.214  -7.167  -7.887  -8.008  0.4787  0.0000  44.4    1   -13.040 3.3331091404
