# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Tue Apr  6 21:54:41 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#   Isochrone   Z = 0.01900     Age =   1.000e+08 yr
# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    U       B       V       R       I       J       H       K   C/O M_hec   period  pmode   logMdot int_IMF
    8.00    1.0000000000    1.0000  -0.1466 3.7489  4.5263  5.136   6.172   5.949   5.223   4.812   4.465   4.008   3.639   3.601   0.4787  0.0000  0.0 1   -12.840 3.1408040524
    8.00    1.0063790083    1.0064  -0.1329 3.7505  4.5218  5.102   6.117   5.904   5.185   4.777   4.433   3.981   3.616   3.578   0.4787  0.0000  0.0 1   -12.910 3.1425409317
    8.00    1.1000000238    1.1000  0.0606  3.7738  4.4600  4.618   5.357   5.277   4.657   4.298   3.989   3.601   3.289   3.259   0.4787  0.0000  0.0 1   -13.741 3.1655414104
    8.00    1.2000000477    1.2000  0.2560  3.7959  4.3906  4.130   4.672   4.670   4.141   3.824   3.551   3.219   2.954   2.930   0.4787  0.0000  0.0 1   -14.208 3.1858570576
    8.00    1.2999999523    1.3000  0.4232  3.8155  4.3370  3.712   4.127   4.159   3.705   3.426   3.184   2.900   2.675   2.656   0.4787  0.0000  0.0 1   -14.431 3.2028071880
    8.00    1.3999999762    1.3999  0.5763  3.8345  4.2917  3.329   3.656   3.697   3.308   3.066   2.856   2.616   2.429   2.413   0.4787  0.0000  0.0 1   -14.553 3.2170591354
    8.00    1.5000000000    1.4999  0.7066  3.8556  4.2757  3.003   3.263   3.295   2.971   2.771   2.596   2.404   2.257   2.243   0.4787  0.0000  0.0 1   -14.637 3.2291738987
    8.00    1.6000000238    1.5999  0.8333  3.8801  4.2751  2.687   2.899   2.905   2.648   2.496   2.366   2.224   2.121   2.111   0.4787  0.0000  0.0 1   -14.703 3.2395837307
    8.00    1.7000000477    1.6999  0.9471  3.9034  4.2811  2.402   2.585   2.564   2.369   2.262   2.174   2.078   2.012   2.003   0.4787  0.0000  0.0 1   -14.761 3.2485761642
    8.00    1.7999999523    1.7998  1.0506  3.9239  4.2842  2.143   2.307   2.267   2.129   2.061   2.007   1.947   1.907   1.901   0.4787  0.0000  0.0 1   -14.814 3.2563917637
    8.00    1.8999999762    1.8998  1.1495  3.9424  4.2829  1.896   2.041   2.012   1.921   1.881   1.851   1.820   1.799   1.794   0.4787  0.0000  0.0 1   -14.864 3.2632381916
    8.00    1.9500000477    1.9500  1.1933  3.9509  4.2844  1.787   1.924   1.901   1.831   1.804   1.785   1.766   1.752   1.749   0.4787  0.0000  0.0 1   -14.888 3.2663500309
    8.00    2.0000000000    2.0000  1.2385  3.9587  4.2811  1.674   1.807   1.800   1.745   1.726   1.714   1.705   1.697   1.695   0.4787  0.0000  0.0 1   -14.912 3.2692775726
    8.00    2.2000000477    2.2000  1.4070  3.9875  4.2694  1.252   1.381   1.440   1.437   1.442   1.454   1.481   1.489   1.494   0.4787  0.0000  0.0 1   -15.001 3.2793695927
    8.00    2.3140568733    2.3141  1.4947  4.0019  4.2613  1.033   1.165   1.263   1.282   1.296   1.318   1.362   1.377   1.386   0.4787  0.0000  0.1 1   -15.048 3.2841670513
    8.00    2.5000000000    2.5000  1.6304  4.0233  4.2449  0.694   0.838   1.001   1.047   1.071   1.104   1.172   1.194   1.210   0.4787  0.0000  0.1 1   -15.120 3.2908382416
    8.00    2.9341113567    2.9341  1.9125  4.0645  4.1971  -0.011  0.174   0.470   0.552   0.588   0.639   0.749   0.784   0.811   0.4787  0.0000  0.1 1   -13.525 3.3023450375
    8.00    3.0000000000    3.0000  1.9527  4.0700  4.1886  -0.112  0.080   0.395   0.480   0.518   0.571   0.686   0.723   0.751   0.4787  0.0000  0.1 1   -13.516 3.3037204742
    8.00    3.3749299049    3.3749  2.1663  4.0980  4.1382  -0.646  -0.411  -0.008  0.096   0.139   0.202   0.344   0.387   0.421   0.4787  0.0000  0.1 1   -13.464 3.3102381229
    8.00    3.5000000000    3.5000  2.2343  4.1061  4.1182  -0.816  -0.564  -0.138  -0.029  0.015   0.080   0.229   0.274   0.310   0.4787  0.0000  0.1 1   -13.449 3.3120026588
    8.00    3.7286605835    3.7287  2.3528  4.1200  4.0826  -1.112  -0.830  -0.365  -0.248  -0.201  -0.132  0.029   0.077   0.116   0.4787  0.0000  0.1 1   -13.421 3.3148217201
    8.00    4.0000000000    4.0000  2.4930  4.1339  4.0286  -1.463  -1.148  -0.645  -0.520  -0.470  -0.396  -0.225  -0.174  -0.132  0.4787  0.0000  0.1 1   -13.391 3.3176128864
    8.00    4.0183043480    4.0183  2.5024  4.1347  4.0246  -1.486  -1.170  -0.665  -0.539  -0.488  -0.414  -0.242  -0.191  -0.149  0.4787  0.0000  0.1 1   -13.389 3.3177828789
    8.00    4.2456207275    4.2456  2.6188  4.1431  3.9654  -1.777  -1.442  -0.914  -0.783  -0.730  -0.654  -0.476  -0.423  -0.379  0.4787  0.0000  0.1 1   -13.365 3.3197233677
    8.00    4.4360470772    4.4360  2.7174  4.1473  3.9029  -2.024  -1.682  -1.140  -1.005  -0.952  -0.875  -0.693  -0.639  -0.595  0.4787  0.0000  0.1 1   -13.346 3.3211371899
    8.00    4.5000000000    4.5000  2.7511  4.1479  3.8775  -2.108  -1.766  -1.222  -1.086  -1.034  -0.956  -0.774  -0.720  -0.675  0.4787  0.0000  0.1 1   -13.339 3.3215744495
    8.00    4.6111149788    4.6111  2.8093  4.1481  3.8310  -2.253  -1.915  -1.367  -1.231  -1.178  -1.101  -0.918  -0.864  -0.819  0.4787  0.0000  0.2 1   -13.329 3.3222937584
    8.00    4.7479419708    4.7479  2.8826  4.1455  3.7598  -2.437  -2.110  -1.565  -1.429  -1.378  -1.302  -1.121  -1.068  -1.023  0.4787  0.0000  0.2 1   -13.316 3.3231151104
    8.00    4.8647317886    4.8647  2.9470  4.1399  3.6836  -2.597  -2.293  -1.757  -1.622  -1.573  -1.499  -1.322  -1.270  -1.226  0.4787  0.0000  0.2 1   -13.306 3.3237650394
    8.00    4.9637465477    4.9637  3.0037  4.1315  3.6020  -2.739  -2.464  -1.944  -1.813  -1.765  -1.695  -1.523  -1.474  -1.432  0.4787  0.0000  0.2 1   -13.297 3.3242826462
    8.00    5.0000000000    5.0000  3.0251  4.1270  3.5660  -2.793  -2.533  -2.022  -1.892  -1.846  -1.777  -1.609  -1.560  -1.519  0.4787  0.0000  0.3 1   -13.294 3.3244650364
    8.00    5.0487108231    5.0487  3.0535  4.1208  3.5167  -2.864  -2.624  -2.126  -1.998  -1.954  -1.887  -1.724  -1.677  -1.637  0.4787  0.0000  0.3 1   -13.289 3.3247039318
    8.00    5.0852031708    5.0852  3.0761  4.1154  3.4757  -2.920  -2.698  -2.211  -2.085  -2.042  -1.978  -1.819  -1.773  -1.734  0.4787  0.0000  0.3 1   -13.286 3.3248786926
    8.00    5.1184964180    5.1185  3.0983  4.1109  3.4385  -2.976  -2.767  -2.289  -2.166  -2.124  -2.061  -1.906  -1.861  -1.823  0.4787  0.0000  0.3 1   -13.284 3.3250348568
    8.00    5.1404905319    5.1405  3.1154  4.1100  3.4197  -3.018  -2.814  -2.337  -2.213  -2.172  -2.110  -1.955  -1.911  -1.872  0.4787  0.0000  0.3 1   -13.282 3.3251364231
    8.00    5.1543049812    5.1543  3.1290  4.1125  3.4172  -3.052  -2.842  -2.358  -2.233  -2.192  -2.128  -1.972  -1.927  -1.888  0.4787  0.0000  0.3 1   -13.281 3.3251996040
    8.00    5.1651883125    5.1652  3.1450  4.1201  3.4326  -3.092  -2.861  -2.359  -2.231  -2.187  -2.122  -1.958  -1.912  -1.872  0.4787  0.0000  0.3 1   -13.280 3.3252491951
    8.00    5.1725187302    5.1725  3.1694  4.1381  3.4807  -3.154  -2.869  -2.327  -2.190  -2.142  -2.070  -1.893  -1.842  -1.798  0.4787  0.0000  0.3 1   -13.279 3.3252820969
    8.00    5.1745910645    5.1746  3.1923  4.1535  3.5195  -3.211  -2.878  -2.303  -2.159  -2.106  -2.029  -1.841  -1.787  -1.740  0.4787  0.0000  0.3 1   -13.279 3.3252916336
    8.00    5.1757922173    5.1758  3.2225  4.1700  3.5555  -3.286  -2.899  -2.289  -2.138  -2.081  -1.998  -1.798  -1.740  -1.691  0.4787  0.0000  0.3 1   -13.279 3.3252968788
    8.00    5.1759071350    5.1759  3.2159  4.1688  3.5572  -3.270  -2.886  -2.279  -2.129  -2.072  -1.990  -1.791  -1.733  -1.684  0.4787  0.0000  0.3 1   -13.279 3.3252973557
    8.00    5.1762199402    5.1762  3.1723  4.1536  3.5401  -3.161  -2.827  -2.252  -2.108  -2.055  -1.978  -1.790  -1.736  -1.689  0.4787  0.0000  0.3 1   -13.279 3.3252987862
    8.00    5.1765537262    5.1766  3.1659  4.1346  3.4707  -3.145  -2.871  -2.336  -2.201  -2.154  -2.083  -1.908  -1.858  -1.815  0.4787  0.0000  0.3 1   -13.279 3.3253004551
    8.00    5.1768455505    5.1768  3.1838  4.1195  3.3921  -3.190  -2.963  -2.460  -2.332  -2.289  -2.223  -2.061  -2.014  -1.974  0.4787  0.0000  0.3 1   -13.279 3.3253016472
    8.00    5.1772208214    5.1772  3.2022  4.1027  3.3068  -3.236  -3.059  -2.592  -2.471  -2.433  -2.374  -2.224  -2.182  -2.145  0.4787  0.0000  0.4 1   -13.279 3.3253033161
    8.00    5.1776375771    5.1776  3.2143  4.0844  3.2215  -3.266  -3.134  -2.713  -2.601  -2.567  -2.515  -2.381  -2.344  -2.309  0.4787  0.0000  0.5 1   -13.279 3.3253052235
    8.00    5.1781167984    5.1781  3.2211  4.0641  3.1334  -3.283  -3.194  -2.828  -2.725  -2.697  -2.652  -2.536  -2.505  -2.474  0.4787  0.0000  0.5 1   -13.279 3.3253073692
    8.00    5.1786584854    5.1787  3.2232  4.0410  3.0392  -3.288  -3.237  -2.939  -2.847  -2.824  -2.789  -2.697  -2.672  -2.646  0.4787  0.0000  0.6 1   -13.278 3.3253097534
    8.00    5.1790146828    5.1790  3.2223  4.0252  2.9766  -3.286  -3.256  -3.007  -2.922  -2.904  -2.875  -2.800  -2.781  -2.758  0.4787  0.0000  0.7 1   -13.278 3.3253114223
    8.00    5.1793909073    5.1794  3.2196  4.0078  2.9097  -3.279  -3.264  -3.070  -2.997  -2.983  -2.964  -2.908  -2.895  -2.877  0.4787  0.0000  0.8 1   -13.278 3.3253130913
    8.00    5.1797671318    5.1798  3.2150  3.9885  2.8371  -3.268  -3.262  -3.131  -3.071  -3.065  -3.055  -3.023  -3.018  -3.005  0.4787  0.0000  0.9 1   -13.278 3.3253147602
    8.00    5.1801624298    5.1802  3.2080  3.9668  2.7573  -3.250  -3.243  -3.184  -3.145  -3.148  -3.151  -3.148  -3.153  -3.146  0.4787  0.0000  1.0 1   -13.278 3.3253166676
    8.00    5.1805582047    5.1806  3.1985  3.9425  2.6699  -3.226  -3.195  -3.218  -3.210  -3.228  -3.249  -3.281  -3.299  -3.300  0.4787  0.0000  1.2 1   -13.278 3.3253183365
    8.00    5.1809535027    5.1810  3.1856  3.9149  2.5725  -3.194  -3.096  -3.207  -3.250  -3.297  -3.346  -3.423  -3.462  -3.471  0.4787  0.0000  1.4 1   -13.278 3.3253200054
    8.00    5.1811509132    5.1812  3.1776  3.8995  2.5187  -3.174  -3.026  -3.179  -3.259  -3.327  -3.394  -3.500  -3.552  -3.566  0.4787  0.0000  1.6 1   -13.278 3.3253209591
    8.00    5.1813683510    5.1814  3.1683  3.8823  2.4594  -3.151  -2.939  -3.118  -3.248  -3.347  -3.440  -3.579  -3.654  -3.672  0.4787  0.0000  1.7 1   -13.278 3.3253219128
    8.00    5.1815657616    5.1816  3.1576  3.8639  2.3965  -3.124  -2.838  -3.029  -3.227  -3.362  -3.487  -3.662  -3.765  -3.786  0.4787  0.0000  1.9 1   -13.278 3.3253228664
    8.00    5.1817636490    5.1818  3.1453  3.8437  2.3279  -3.093  -2.717  -2.909  -3.190  -3.370  -3.532  -3.750  -3.886  -3.911  0.4787  0.0000  2.2 1   -13.278 3.3253238201
    8.00    5.1819610596    5.1820  3.1309  3.8211  2.2519  -3.057  -2.562  -2.760  -3.135  -3.367  -3.572  -3.840  -4.019  -4.048  0.4787  0.0000  2.5 1   -13.278 3.3253245354
    8.00    5.1821584702    5.1822  3.1140  3.7957  2.1672  -3.015  -2.347  -2.570  -3.058  -3.348  -3.602  -3.931  -4.163  -4.198  0.4787  0.0000  2.9 1   -13.278 3.3253254890
    8.00    5.1823558807    5.1824  3.0939  3.7668  2.0718  -2.965  -2.019  -2.321  -2.952  -3.309  -3.616  -4.021  -4.320  -4.362  0.4787  0.0000  3.4 1   -13.278 3.3253264427
    8.00    5.1825332642    5.1825  3.0701  3.7378  1.9795  -2.905  -1.580  -2.028  -2.818  -3.242  -3.602  -4.090  -4.461  -4.510  0.4787  0.0000  4.0 1   -13.278 3.3253271580
    8.00    5.1827306747    5.1827  3.0399  3.7136  1.9131  -2.830  -1.118  -1.736  -2.664  -3.145  -3.547  -4.112  -4.546  -4.601  0.4787  0.0000  4.4 1   -13.278 3.3253281116
    8.00    5.1829280853    5.1829  3.0024  3.6967  1.8828  -2.736  -0.726  -1.480  -2.503  -3.025  -3.457  -4.080  -4.561  -4.622  0.4787  0.0000  4.7 1   -13.278 3.3253290653
    8.00    5.1831054688    5.1831  2.9639  3.6829  1.8661  -2.640  -0.368  -1.245  -2.340  -2.895  -3.353  -4.028  -4.551  -4.620  0.4787  0.0000  4.8 1   -13.278 3.3253297806
    8.00    5.1832833290    5.1833  2.9440  3.6725  1.8446  -2.590  -0.117  -1.088  -2.236  -2.817  -3.296  -4.010  -4.566  -4.640  0.4787  0.0000  5.0 1   -13.278 3.3253304958
    8.00    5.1835680008    5.1836  2.9954  3.6560  1.7273  -2.718  0.108   -1.031  -2.261  -2.886  -3.403  -4.184  -4.795  -4.879  0.4787  0.0000  6.1 1   -13.278 3.3253319263
    8.00    5.1838321686    5.1838  3.0906  3.6441  1.5843  -2.956  0.160   -1.120  -2.414  -3.073  -3.621  -4.452  -5.104  -5.196  0.4787  0.0000  7.8 1   -13.278 3.3253331184
    8.00    5.1840968132    5.1841  3.1578  3.6376  1.4911  -3.125  0.165   -1.200  -2.530  -3.210  -3.776  -4.635  -5.310  -5.407  0.4787  0.0000  9.2 1   -13.278 3.3253343105
    8.00    5.1845440865    5.1845  3.2191  3.6316  1.4058  -3.278  0.178   -1.271  -2.635  -3.335  -3.917  -4.803  -5.497  -5.600  0.4787  0.0000  10.7    1   -13.278 3.3253362179
    8.00    5.1851134300    5.1851  3.2753  3.6261  1.3280  -3.418  0.191   -1.337  -2.733  -3.449  -4.047  -4.956  -5.669  -5.776  0.4787  0.0000  12.2    1   -13.278 3.3253388405
    8.00    5.1857228279    5.1857  3.3312  3.6208  1.2509  -3.558  0.213   -1.391  -2.818  -3.555  -4.174  -5.107  -5.838  -5.950  0.4787  0.0000  13.9    1   -13.278 3.3253414631
    8.00    5.1863322258    5.1863  3.3896  3.6158  1.1726  -3.704  0.227   -1.453  -2.911  -3.667  -4.307  -5.264  -6.011  -6.128  0.4787  0.0000  16.0    1   -13.278 3.3253440857
    8.00    5.1869616508    5.1870  3.4476  3.6113  1.0964  -3.849  0.232   -1.520  -3.008  -3.782  -4.440  -5.418  -6.181  -6.303  0.4787  0.0000  18.2    1   -13.278 3.3253469467
    8.00    5.1875705719    5.1876  3.5017  3.6067  1.0242  -3.984  0.246   -1.578  -3.094  -3.887  -4.563  -5.562  -6.340  -6.468  0.4787  0.0000  20.6    1   -13.278 3.3253498077
    8.00    5.1886458397    5.1886  3.5517  3.6025  0.9574  -4.109  0.264   -1.630  -3.174  -3.984  -4.676  -5.696  -6.488  -6.620  0.4787  0.0000  23.1    1   -13.278 3.3253545761
    8.00    5.1895785332    5.1896  3.5607  3.6017  0.9453  -4.132  0.267   -1.640  -3.189  -4.002  -4.697  -5.720  -6.515  -6.648  0.4787  0.0000  23.6    1   -13.278 3.3253586292
    8.00    5.1980681419    5.1981  3.5081  3.6068  1.0191  -4.000  0.229   -1.596  -3.112  -3.904  -4.579  -5.578  -6.356  -6.483  0.4787  0.0000  20.8    1   -13.277 3.3253965378
    8.00    5.2022633553    5.2023  3.4542  3.6118  1.0931  -3.866  0.204   -1.544  -3.030  -3.802  -4.458  -5.433  -6.194  -6.316  0.4787  0.0000  18.3    1   -13.276 3.3254151344
    8.00    5.2060389519    5.2060  3.3924  3.6170  1.1761  -3.711  0.189   -1.478  -2.931  -3.682  -4.317  -5.268  -6.011  -6.128  0.4787  0.0000  15.9    1   -13.276 3.3254318237
    8.00    5.2096028328    5.2096  3.3302  3.6226  1.2609  -3.555  0.168   -1.416  -2.835  -3.564  -4.176  -5.101  -5.826  -5.936  0.4787  0.0000  13.7    1   -13.276 3.3254475594
    8.00    5.2128949165    5.2129  3.2750  3.6279  1.3376  -3.417  0.148   -1.359  -2.746  -3.457  -4.050  -4.951  -5.658  -5.763  0.4787  0.0000  12.0    1   -13.276 3.3254621029
    8.00    5.2166380882    5.2166  3.2211  3.6329  1.4120  -3.283  0.140   -1.294  -2.651  -3.346  -3.925  -4.804  -5.494  -5.596  0.4787  0.0000  10.6    1   -13.275 3.3254785538
    8.00    5.2218842506    5.2219  3.1650  3.6386  1.4914  -3.142  0.123   -1.232  -2.557  -3.233  -3.796  -4.651  -5.321  -5.418  0.4787  0.0000  9.2 1   -13.275 3.3255016804
    8.00    5.2303361893    5.2303  3.1105  3.6453  1.5734  -3.006  0.085   -1.185  -2.475  -3.130  -3.673  -4.499  -5.146  -5.237  0.4787  0.0000  8.0 1   -13.274 3.3255386353
    8.00    5.2422776222    5.2423  3.0868  3.6529  1.6281  -2.947  -0.031  -1.219  -2.472  -3.104  -3.627  -4.422  -5.042  -5.128  0.4787  0.0000  7.3 1   -13.273 3.3255903721
    8.00    5.2520217896    5.2520  3.1259  3.6645  1.6363  -3.045  -0.364  -1.445  -2.643  -3.245  -3.742  -4.489  -5.069  -5.148  0.4787  0.0000  7.2 1   -13.272 3.3256325722
    8.00    5.2556586266    5.2557  3.1672  3.6752  1.6381  -3.148  -0.682  -1.665  -2.814  -3.388  -3.860  -4.564  -5.106  -5.179  0.4787  0.0000  7.2 1   -13.272 3.3256483078
    8.00    5.2581353188    5.2581  3.2014  3.6894  1.6609  -3.233  -1.044  -1.896  -2.967  -3.508  -3.953  -4.603  -5.103  -5.168  0.4787  0.0000  6.9 1   -13.272 3.3256587982
    8.00    5.2622528076    5.2623  3.2310  3.7103  1.7156  -3.307  -1.508  -2.178  -3.131  -3.621  -4.028  -4.603  -5.043  -5.100  0.4787  0.0000  6.3 1   -13.272 3.3256764412
    8.00    5.3210911751    5.3211  3.2959  3.7374  1.7639  -3.470  -2.110  -2.589  -3.386  -3.810  -4.170  -4.658  -5.026  -5.075  0.4787  0.0000  5.8 1   -13.267 3.3259246349
    8.00    5.3534483910    5.3534  3.3124  3.7221  1.6886  -3.511  -1.908  -2.492  -3.379  -3.841  -4.228  -4.763  -5.170  -5.223  0.4787  0.0000  6.6 1   -13.264 3.3260576725
    8.00    5.3667364120    5.3667  3.3028  3.7011  1.6155  -3.487  -1.513  -2.267  -3.277  -3.790  -4.212  -4.819  -5.282  -5.342  0.4787  0.0000  7.5 1   -13.263 3.3261115551
    8.00    5.3774728775    5.3775  3.2799  3.6753  1.5361  -3.430  -0.944  -1.943  -3.098  -3.672  -4.143  -4.846  -5.386  -5.459  0.4787  0.0000  8.6 1   -13.262 3.3261549473
    8.00    5.3921127319    5.3921  3.2353  3.6505  1.4823  -3.318  -0.313  -1.555  -2.830  -3.468  -3.996  -4.801  -5.426  -5.514  0.4787  0.0000  9.4 1   -13.261 3.3262133598
    8.00    5.4100890160    5.4101  3.2790  3.6359  1.3818  -3.428  -0.061  -1.474  -2.821  -3.506  -4.076  -4.943  -5.621  -5.720  0.4787  0.0000  11.2    1   -13.259 3.3262848854
    8.00    5.4115142822    5.4115  3.3246  3.6295  1.3108  -3.542  -0.003  -1.501  -2.884  -3.589  -4.178  -5.072  -5.772  -5.876  0.4787  0.0000  12.7    1   -13.259 3.3262903690
    8.00    5.4115853310    5.4116  3.3335  3.6285  1.2978  -3.564  0.003   -1.510  -2.898  -3.607  -4.198  -5.097  -5.800  -5.905  0.4787  0.0000  13.0    1   -13.259 3.3262908459
    8.00    5.4118542671    5.4119  3.3870  3.6232  1.2231  -3.697  0.026   -1.564  -2.984  -3.711  -4.320  -5.243  -5.963  -6.074  0.4787  0.0000  14.8    1   -13.259 3.3262917995
    8.00    5.4132328033    5.4132  3.4491  3.6171  1.1367  -3.853  0.061   -1.618  -3.075  -3.826  -4.459  -5.411  -6.152  -6.269  0.4787  0.0000  17.2    1   -13.259 3.3262972832
    8.00    5.4137363434    5.4137  3.4958  3.6129  1.0732  -3.970  0.080   -1.664  -3.146  -3.914  -4.565  -5.536  -6.292  -6.413  0.4787  0.0000  19.2    1   -13.259 3.3262991905
    8.00    5.4145083427    5.4145  3.5626  3.6069  0.9825  -4.137  0.108   -1.729  -3.250  -4.042  -4.716  -5.715  -6.491  -6.619  0.4787  0.0000  22.4    1   -13.259 3.3263022900
    8.00    5.4154810905    5.4155  3.6243  3.6014  0.8988  -4.291  0.142   -1.788  -3.345  -4.159  -4.855  -5.880  -6.674  -6.808  0.4787  0.0000  25.9    1   -13.259 3.3263061047
    8.00    5.4165539742    5.4166  3.6863  3.5957  0.8142  -4.446  0.144   -1.832  -3.417  -4.259  -4.988  -6.047  -6.859  -7.000  0.4787  0.0000  30.0    1   -13.259 3.3263103962
    8.00    5.4174413681    5.4174  3.7406  3.5910  0.7411  -4.582  0.129   -1.872  -3.479  -4.344  -5.105  -6.193  -7.020  -7.166  0.4787  0.0000  34.0    1   -13.259 3.3263137341
    8.00    5.4183449745    5.4183  3.8011  3.5855  0.6587  -4.733  0.116   -1.912  -3.545  -4.437  -5.233  -6.356  -7.201  -7.352  0.4787  0.0000  39.2    1   -13.259 3.3263173103
    8.00    5.4190473557    5.4190  3.8558  3.5805  0.5840  -4.869  0.104   -1.948  -3.603  -4.521  -5.348  -6.502  -7.365  -7.521  0.4787  0.0000  44.6    1   -13.259 3.3263201714
    8.00    5.4196825027    5.4197  3.9105  3.5752  0.5083  -5.006  0.093   -1.980  -3.658  -4.603  -5.462  -6.649  -7.530  -7.692  0.4787  0.0000  50.8    1   -13.259 3.3263225555
    8.00    5.4202003479    5.4202  3.9628  3.5699  0.4349  -5.137  0.017   -1.934  -3.607  -4.604  -5.537  -6.798  -7.694  -7.859  0.4787  0.0000  57.7    1   -12.960 3.3263247013
    8.00    5.4206514359    5.4207  4.0112  3.5651  0.3674  -5.258  -0.069  -1.896  -3.560  -4.604  -5.606  -6.937  -7.845  -8.013  0.4787  0.0000  64.8    1   -12.464 3.3263263702
    8.00    5.4212689400    5.4213  4.0648  3.5612  0.2983  -5.392  -0.180  -1.902  -3.557  -4.640  -5.698  -7.084  -8.004  -8.174  0.4787  0.0000  73.0    1   -11.956 3.3263287544
    8.00    5.4215526581    5.4216  4.1050  3.5580  0.2450  -5.492  -0.269  -1.895  -3.542  -4.657  -5.763  -7.196  -8.126  -8.297  0.4787  0.0000  80.1    1   -11.564 3.3263299465
    8.00    5.4217863083    5.4218  4.1428  3.5542  0.1923  -5.587  -0.360  -1.871  -3.505  -4.656  -5.818  -7.304  -8.246  -8.418  0.4787  0.0000  87.7    1   -11.177 3.3263309002
    8.00    5.4220361710    5.4220  4.1901  3.5495  0.1260  -5.705  -0.466  -1.830  -3.446  -4.645  -5.880  -7.438  -8.395  -8.569  0.4787  0.0000  98.4    1   -10.689 3.3263318539
    8.00    5.4224700928    5.4225  4.2007  3.5482  0.1104  -5.732  -0.456  -1.797  -3.409  -4.625  -5.882  -7.468  -8.427  -8.604  0.4787  0.0000  101.0   1   -10.575 3.3263335228
