# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Tue Apr  6 21:54:41 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#   Isochrone   Z = 0.01900     Age =   1.000e+07 yr
# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    U       B       V       R       I       J       H       K   C/O M_hec   period  pmode   logMdot int_IMF
    7.00    17.7751998901   17.0848 4.9470  3.9418  1.4367  -7.597  -7.657  -7.556  -7.560  -7.596  -7.632  -7.646  -7.671  -7.665  0.4787  0.0000  13.6    1   -12.760 3.3357706070
    7.00    17.7754001617   17.0848 4.9435  3.9221  1.3616  -7.589  -7.613  -7.602  -7.621  -7.662  -7.709  -7.758  -7.792  -7.793  0.4787  0.0000  15.5    1   -12.760 3.3357706070
    7.00    17.7756996155   17.0849 4.9389  3.8974  1.2674  -7.577  -7.526  -7.611  -7.668  -7.730  -7.799  -7.892  -7.945  -7.955  0.4787  0.0000  18.3    1   -12.760 3.3357706070
    7.00    17.7758998871   17.0849 4.9338  3.8766  1.1893  -7.564  -7.420  -7.587  -7.683  -7.768  -7.863  -8.000  -8.073  -8.091  0.4787  0.0000  20.9    1   -12.760 3.3357706070
    7.00    17.7761001587   17.0849 4.9269  3.8553  1.1109  -7.547  -7.277  -7.505  -7.671  -7.796  -7.925  -8.109  -8.210  -8.235  0.4787  0.0000  23.9    1   -12.760 3.3357706070
    7.00    17.7763004303   17.0850 4.9220  3.8396  1.0529  -7.535  -7.158  -7.423  -7.654  -7.814  -7.971  -8.190  -8.315  -8.344  0.4787  0.0000  26.4    1   -12.760 3.3357706070
    7.00    17.7764015198   17.0850 4.9167  3.8283  1.0129  -7.522  -7.062  -7.353  -7.635  -7.822  -7.999  -8.244  -8.386  -8.419  0.4787  0.0000  28.3    1   -12.760 3.3357706070
    7.00    17.7765007019   17.0850 4.9109  3.8170  0.9736  -7.507  -6.953  -7.267  -7.611  -7.825  -8.023  -8.294  -8.458  -8.494  0.4787  0.0000  30.3    1   -12.760 3.3357706070
    7.00    17.7766017914   17.0850 4.9040  3.8055  0.9348  -7.490  -6.835  -7.172  -7.581  -7.825  -8.045  -8.343  -8.528  -8.567  0.4787  0.0000  32.4    1   -12.760 3.3357706070
    7.00    17.7767009735   17.0850 4.8954  3.7934  0.8948  -7.468  -6.695  -7.063  -7.542  -7.817  -8.061  -8.389  -8.599  -8.640  0.4787  0.0000  34.7    1   -12.760 3.3357706070
    7.00    17.7768020630   17.0851 4.8859  3.7803  0.8518  -7.445  -6.531  -6.938  -7.494  -7.804  -8.074  -8.436  -8.674  -8.719  0.4787  0.0000  37.4    1   -12.760 3.3357706070
    7.00    17.7770023346   17.0851 4.8749  3.7620  0.7899  -7.417  -6.269  -6.756  -7.423  -7.782  -8.089  -8.500  -8.781  -8.830  0.4787  0.0000  41.6    1   -12.760 3.3357706070
    7.00    17.7771015167   17.0851 4.8627  3.7489  0.7497  -7.387  -6.055  -6.608  -7.358  -7.753  -8.085  -8.534  -8.846  -8.899  0.4787  0.0000  44.6    1   -12.760 3.3357706070
    7.00    17.7772026062   17.0851 4.8510  3.7377  0.7164  -7.357  -5.836  -6.468  -7.292  -7.717  -8.071  -8.554  -8.896  -8.950  0.4787  0.0000  47.3    1   -12.760 3.3357708454
    7.00    17.7774009705   17.0852 4.8323  3.7208  0.6675  -7.311  -5.494  -6.251  -7.187  -7.657  -8.043  -8.580  -8.966  -9.024  0.4787  0.0000  51.4    1   -12.760 3.3357708454
    7.00    17.7777023315   17.0852 4.8229  3.7015  0.5996  -7.287  -5.094  -6.022  -7.087  -7.609  -8.029  -8.631  -9.071  -9.133  0.4787  0.0000  57.8    1   -12.760 3.3357708454
    7.00    17.7779026031   17.0853 4.8353  3.6864  0.5272  -7.318  -4.795  -5.884  -7.046  -7.605  -8.052  -8.713  -9.195  -9.264  0.4787  0.0000  65.5    1   -12.760 3.3357708454
    7.00    17.7781028748   17.0853 4.8689  3.6713  0.4330  -7.402  -4.525  -5.792  -7.051  -7.649  -8.125  -8.847  -9.371  -9.449  0.4787  0.0000  77.1    1   -12.760 3.3357708454
    7.00    17.7782020569   17.0853 4.8922  3.6649  0.3838  -7.460  -4.414  -5.770  -7.069  -7.684  -8.175  -8.924  -9.467  -9.550  0.4787  0.0000  84.0    1   -12.760 3.3357708454
    7.00    17.7783031464   17.0853 4.9170  3.6580  0.3318  -7.522  -4.297  -5.746  -7.089  -7.722  -8.227  -9.005  -9.568  -9.657  0.4787  0.0000  91.9    1   -12.760 3.3357708454
    7.00    17.7784023285   17.0853 4.9401  3.6502  0.2774  -7.580  -4.150  -5.707  -7.099  -7.752  -8.274  -9.086  -9.670  -9.766  0.4787  0.0000  136.6   0   -12.693 3.3357708454
    7.00    17.7785034180   17.0854 4.9645  3.6413  0.2172  -7.641  -3.949  -5.644  -7.088  -7.768  -8.316  -9.168  -9.782  -9.885  0.4787  0.0000  159.1   0   -12.250 3.3357708454
    7.00    17.7812042236   17.0858 5.0022  3.5718  -0.0983 -7.735  -2.400  -4.553  -6.282  -7.265  -8.158  -9.395  -10.269 -10.440 0.4787  0.0000  353.9   0   -9.930  3.3357710838
    7.00    17.7891044617   17.0872 5.1144  3.5609  -0.2541 -8.016  -2.758  -4.511  -6.180  -7.266  -8.325  -9.712  -10.622 -10.794 0.4787  0.0000  525.1   0   -8.784  3.3357717991
    7.00    17.8116340637   17.0913 5.0660  3.5687  -0.1743 -7.895  -2.581  -4.621  -6.333  -7.346  -8.285  -9.565  -10.449 -10.621 0.4787  0.0000  429.1   0   -9.371  3.3357737064
    7.00    17.8331089020   17.0951 5.0299  3.5743  -0.1159 -7.805  -2.456  -4.699  -6.440  -7.400  -8.254  -9.456  -10.322 -10.492 0.4787  0.0000  370.0   0   -9.801  3.3357756138
    7.00    17.8609848022   17.0999 4.9968  3.5799  -0.0602 -7.722  -2.446  -4.726  -6.459  -7.387  -8.201  -9.364  -10.205 -10.371 0.4787  0.0000  321.4   0   -10.211 3.3357779980
    7.00    17.9470653534   17.1141 4.9658  3.5898  0.0107  -7.645  -2.529  -4.829  -6.536  -7.414  -8.168  -9.271  -10.071 -10.227 0.4787  0.0000  268.6   0   -10.733 3.3357853889
    7.00    17.9796924591   17.1192 4.9655  3.5933  0.0250  -7.644  -2.590  -4.893  -6.589  -7.450  -8.182  -9.265  -10.050 -10.203 0.4787  0.0000  259.1   0   -10.838 3.3357882500
    7.00    18.0669288635   17.1319 4.9801  3.6034  0.0514  -7.680  -2.847  -5.109  -6.767  -7.580  -8.258  -9.285  -10.029 -10.172 0.4787  0.0000  242.4   0   -11.033 3.3357954025
    7.00    18.0905933380   17.1352 4.9922  3.6103  0.0671  -7.710  -3.086  -5.250  -6.871  -7.658  -8.309  -9.303  -10.021 -10.157 0.4787  0.0000  232.9   0   -11.148 3.3357973099
    7.00    18.0981216431   17.1328 5.0032  3.6209  0.0982  -7.738  -3.435  -5.447  -7.011  -7.756  -8.366  -9.311  -9.991  -10.116 0.4787  0.0000  215.3   0   -11.377 3.3357980251
    7.00    18.1005992889   17.1321 5.0094  3.6321  0.1366  -7.753  -3.778  -5.625  -7.126  -7.835  -8.409  -9.303  -9.945  -10.058 0.4787  0.0000  195.3   0   -11.659 3.3357982635
    7.00    18.1030769348   17.1313 5.0150  3.6540  0.2186  -7.768  -4.402  -5.931  -7.308  -7.954  -8.468  -9.264  -9.835  -9.927  0.4787  0.0000  158.7   0   -12.262 3.3357985020
    7.00    18.1055545807   17.1305 5.0157  3.6761  0.3064  -7.769  -4.957  -6.200  -7.445  -8.035  -8.502  -9.203  -9.707  -9.783  0.4787  0.0000  96.0    1   -12.759 3.3357987404
    7.00    18.1068363190   17.1302 5.0155  3.6862  0.3469  -7.769  -5.185  -6.316  -7.494  -8.058  -8.507  -9.168  -9.644  -9.715  0.4787  0.0000  89.5    1   -12.759 3.3357987404
    7.00    18.1092262268   17.1294 5.0152  3.6998  0.4019  -7.768  -5.491  -6.472  -7.561  -8.091  -8.515  -9.122  -9.559  -9.623  0.4787  0.0000  81.4    1   -12.759 3.3357989788
    7.00    18.1117019653   17.1287 5.0149  3.7088  0.4381  -7.767  -5.673  -6.570  -7.597  -8.102  -8.509  -9.086  -9.499  -9.560  0.4787  0.0000  76.5    1   -12.759 3.3357992172
    7.00    18.1140899658   17.1279 5.0146  3.7149  0.4628  -7.766  -5.794  -6.636  -7.621  -8.109  -8.505  -9.061  -9.458  -9.518  0.4787  0.0000  73.3    1   -12.759 3.3357992172
    7.00    18.1189498901   17.1264 5.0143  3.7209  0.4871  -7.766  -5.914  -6.700  -7.645  -8.116  -8.502  -9.037  -9.418  -9.476  0.4787  0.0000  70.3    1   -12.759 3.3357996941
    7.00    18.1260204315   17.1243 5.0144  3.7230  0.4950  -7.766  -5.954  -6.722  -7.653  -8.119  -8.501  -9.029  -9.405  -9.462  0.4787  0.0000  69.3    1   -12.759 3.3358004093
    7.00    18.1634826660   17.1179 5.0151  3.7139  0.4581  -7.768  -5.775  -6.626  -7.618  -8.109  -8.507  -9.066  -9.466  -9.526  0.4787  0.0000  73.9    1   -12.759 3.3358032703
    7.00    18.1891365051   17.1206 5.0154  3.7060  0.4263  -7.769  -5.617  -6.541  -7.587  -8.100  -8.512  -9.098  -9.519  -9.581  0.4787  0.0000  78.1    1   -12.759 3.3358054161
    7.00    18.2143173218   17.1232 5.0158  3.6983  0.3950  -7.769  -5.457  -6.455  -7.555  -8.088  -8.515  -9.128  -9.570  -9.634  0.4787  0.0000  82.4    1   -12.759 3.3358075619
    7.00    18.2390232086   17.1255 5.0161  3.6906  0.3638  -7.770  -5.285  -6.368  -7.518  -8.071  -8.511  -9.155  -9.619  -9.687  0.4787  0.0000  87.0    1   -12.759 3.3358094692
    7.00    18.2614669800   17.1276 5.0164  3.6838  0.3365  -7.771  -5.134  -6.291  -7.485  -8.055  -8.508  -9.178  -9.661  -9.733  0.4787  0.0000  91.2    1   -12.759 3.3358113766
    7.00    18.2812194824   17.1294 5.0165  3.6774  0.3109  -7.771  -4.990  -6.218  -7.453  -8.040  -8.504  -9.200  -9.701  -9.776  0.4787  0.0000  95.3    1   -12.759 3.3358128071
    7.00    18.2975749969   17.1308 5.0171  3.6713  0.2858  -7.773  -4.843  -6.146  -7.420  -8.022  -8.499  -9.220  -9.739  -9.818  0.4787  0.0000  133.9   0   -12.756 3.3358142376
    7.00    18.3135471344   17.1321 5.0176  3.6644  0.2579  -7.774  -4.672  -6.064  -7.379  -7.998  -8.490  -9.241  -9.780  -9.865  0.4787  0.0000  143.7   0   -12.551 3.3358154297
    7.00    18.3262348175   17.1331 5.0180  3.6586  0.2344  -7.775  -4.527  -5.995  -7.344  -7.978  -8.483  -9.258  -9.815  -9.904  0.4787  0.0000  152.5   0   -12.378 3.3358163834
