# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Tue Apr  6 21:54:41 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#   Isochrone   Z = 0.01900     Age =   3.162e+08 yr
# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    U       B       V       R       I       J       H       K   C/O M_hec   period  pmode   logMdot int_IMF
    8.50    3.4642324448    3.4642  3.0722  3.6159  1.3152  -2.910  0.959   -0.673  -2.115  -2.872  -3.513  -4.468  -5.219  -5.335  0.4787  0.0000  11.3    1   -13.453 3.3115158081
    8.50    3.4646928310    3.4647  3.1306  3.6111  1.2375  -3.056  0.968   -0.737  -2.209  -2.985  -3.646  -4.624  -5.392  -5.513  0.4787  0.0000  12.9    1   -13.453 3.3115220070
    8.50    3.4651958942    3.4652  3.2037  3.6049  1.1397  -3.239  0.986   -0.816  -2.327  -3.127  -3.813  -4.819  -5.608  -5.736  0.4787  0.0000  15.3    1   -13.453 3.3115289211
    8.50    3.4656236172    3.4656  3.2761  3.5986  1.0422  -3.420  1.001   -0.886  -2.434  -3.261  -3.975  -5.013  -5.823  -5.958  0.4787  0.0000  18.1    1   -13.453 3.3115348816
    8.50    3.4659821987    3.4660  3.3463  3.5925  0.9474  -3.596  0.985   -0.935  -2.512  -3.369  -4.124  -5.202  -6.031  -6.172  0.4787  0.0000  21.3    1   -13.453 3.3115398884
    8.50    3.4663901329    3.4664  3.4434  3.5839  0.8159  -3.839  0.964   -1.003  -2.620  -3.520  -4.331  -5.463  -6.320  -6.470  0.4787  0.0000  26.7    1   -13.453 3.3115453720
    8.50    3.4667332172    3.4667  3.5340  3.5754  0.6913  -4.065  0.948   -1.058  -2.713  -3.656  -4.522  -5.707  -6.592  -6.751  0.4787  0.0000  33.1    1   -13.453 3.3115501404
    8.50    3.4668962955    3.4669  3.5779  3.5712  0.6307  -4.175  0.896   -1.029  -2.684  -3.667  -4.588  -5.831  -6.727  -6.889  0.4787  0.0000  36.8    1   -13.453 3.3115525246
    8.50    3.4670314789    3.4670  3.6131  3.5678  0.5821  -4.263  0.845   -1.003  -2.656  -3.672  -4.640  -5.931  -6.836  -7.000  0.4787  0.0000  40.0    1   -13.453 3.3115541935
    8.50    3.4671492577    3.4671  3.6373  3.5652  0.5473  -4.323  0.809   -0.975  -2.624  -3.666  -4.672  -6.001  -6.913  -7.079  0.4787  0.0000  42.5    1   -13.440 3.3115558624
    8.50    3.4672584534    3.4673  3.6599  3.5626  0.5146  -4.380  0.773   -0.946  -2.591  -3.659  -4.701  -6.066  -6.986  -7.153  0.4787  0.0000  45.0    1   -13.199 3.3115575314
    8.50    3.4673700333    3.4674  3.6928  3.5592  0.4680  -4.462  0.715   -0.914  -2.552  -3.654  -4.746  -6.161  -7.090  -7.259  0.4787  0.0000  48.7    1   -12.857 3.3115589619
    8.50    3.4675028324    3.4675  3.7544  3.5530  0.3815  -4.616  0.591   -0.864  -2.486  -3.649  -4.832  -6.337  -7.284  -7.456  0.4787  0.0000  56.6    1   -12.221 3.3115608692
    8.50    3.4676871300    3.4677  3.8542  3.5421  0.2384  -4.866  0.580   -0.639  -2.232  -3.532  -4.896  -6.620  -7.591  -7.775  0.4787  0.0000  72.4    1   -11.169 3.3115632534
    8.50    3.4677557945    3.4678  3.8881  3.5388  0.1913  -4.950  0.592   -0.564  -2.148  -3.493  -4.916  -6.714  -7.691  -7.880  0.4787  0.0000  78.6    1   -10.823 3.3115642071
    8.50    3.4677858353    3.4678  3.9048  3.5370  0.1673  -4.992  0.603   -0.517  -2.097  -3.467  -4.922  -6.761  -7.742  -7.932  0.4787  0.0000  81.9    1   -10.646 3.3115646839
    8.50    3.4677877426    3.4678  3.9048  3.5410  0.1833  -4.992  0.488   -0.710  -2.301  -3.616  -5.001  -6.749  -7.723  -7.908  0.4197  0.0000  79.7    1   -10.764 3.3115646839
    8.50    3.4679920673    3.4680  4.0199  3.5327  0.0348  -5.280  0.442   -0.595  -2.164  -3.594  -5.125  -7.061  -8.051  -8.247  0.3661  0.6904  103.0   1   -9.672  3.3115675449
    8.50    3.4683613777    3.4683  4.1400  3.5191  -0.1394 -5.580  0.580   -0.196  -1.741  -3.363  -5.123  -7.398  -8.410  -8.621  0.3999  0.6985  139.1   1   -8.391  3.3115725517
    8.50    3.4689886570    3.4688  4.2120  3.5089  -0.2521 -5.760  0.783   0.198   -1.344  -3.116  -5.040  -7.602  -8.628  -8.849  0.5264  0.7056  169.0   1   -7.562  3.3115811348
    8.50    3.4698362350    3.4686  4.2282  3.5033  -0.2908 -5.801  0.953   0.474   -1.067  -2.922  -4.935  -7.656  -8.689  -8.915  0.8460  0.7105  180.7   1   -7.278  3.3115928173
    8.50    3.4706730843    3.4683  4.2408  3.4978  -0.3256 -5.832  -0.937  -1.845  -3.537  -4.622  -5.661  -7.265  -8.330  -8.677  1.1915  0.7139  95.4    1   -7.916  3.3116044998
    8.50    3.4711897373    3.4665  4.2425  3.4952  -0.3378 -5.836  -0.859  -1.785  -3.503  -4.601  -5.652  -7.268  -8.341  -8.692  1.3863  0.7150  171.1   0   -7.861  3.3116114140
    8.50    3.4733219147    3.4543  4.2488  3.4851  -0.3860 -5.852  -0.553  -1.545  -3.365  -4.516  -5.614  -7.278  -8.381  -8.751  2.1765  0.7198  197.4   0   -7.656  3.3116407394
    8.50    3.4752733707    3.3134  4.2403  3.4757  -0.4333 -5.831  -0.233  -1.286  -3.200  -4.402  -5.542  -7.251  -8.382  -8.770  2.9832  0.7246  225.5   0   -7.476  3.3116674423
    8.50    3.4755578041    3.1993  4.2299  3.4732  -0.4482 -5.805  -0.127  -1.199  -3.141  -4.355  -5.506  -7.226  -8.360  -8.752  3.0951  0.7255  232.7   0   -7.442  3.3116714954
    8.50    3.4756984711    3.1277  4.2236  3.4716  -0.4578 -5.789  -0.065  -1.148  -3.106  -4.327  -5.486  -7.211  -8.347  -8.740  3.1516  0.7260  237.4   0   -7.422  3.3116734028
    8.50    3.4758374691    3.0456  4.2168  3.4698  -0.4698 -5.772  0.009   -1.088  -3.067  -4.297  -5.462  -7.195  -8.333  -8.728  3.2081  0.7266  243.3   0   -7.401  3.3116753101
    8.50    3.4759743214    2.9499  4.2092  3.4677  -0.4845 -5.753  0.094   -1.020  -3.021  -4.262  -5.436  -7.177  -8.317  -8.715  3.2646  0.7273  250.8   0   -7.377  3.3116769791
    8.50    3.4761087894    2.8389  4.2010  3.4652  -0.5031 -5.733  0.193   -0.939  -2.969  -4.222  -5.407  -7.158  -8.300  -8.702  3.3210  0.7281  260.6   0   -7.349  3.3116788864
    8.50    3.4762408733    2.7030  4.1917  3.4619  -0.5282 -5.709  0.319   -0.838  -2.905  -4.173  -5.372  -7.136  -8.282  -8.687  3.3769  0.7291  274.4   0   -7.316  3.3116807938
    8.50    3.4763691425    2.5365  4.1814  3.4576  -0.5629 -5.684  0.480   -0.710  -2.825  -4.114  -5.332  -7.113  -8.262  -8.674  3.4315  0.7302  301.2   0   -7.275  3.3116824627
    8.50    3.4764938354    2.3120  4.1692  3.4512  -0.6164 -5.653  0.710   -0.529  -2.715  -4.035  -5.279  -7.085  -8.241  -8.661  3.4824  0.7315  379.6   0   -7.056  3.3116841316
    8.50    3.4766130447    1.9432  4.1541  3.4417  -0.7150 -5.615  1.033   -0.282  -2.565  -3.931  -5.214  -7.055  -8.207  -8.635  3.5232  0.7334  598.1   0   -4.839  3.3116858006
    8.50    3.4767045975    1.1343  4.1353  3.4414  -0.9308 -5.568  1.087   -0.231  -2.516  -3.883  -5.166  -7.008  -8.160  -8.588  3.5233  0.7355  1268.2  0   -4.075  3.3116869926
    8.50    3.4767258167    0.9571  4.1319  3.4505  -0.9651 -5.560  0.826   -0.419  -2.613  -3.936  -5.183  -6.993  -8.149  -8.569  3.5233  0.7361  1472.8  0   -3.930  3.3116874695
    8.50    3.4768302441    0.7406  4.1382  3.6458  -0.3015 -5.575  -1.912  -3.610  -5.056  -5.730  -6.265  -7.098  -7.685  -7.787  3.5234  0.7406  508.5   0   -10.131 3.3116889000
