# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Tue Apr  6 21:54:41 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#   Isochrone   Z = 0.01900     Age =   1.000e+09 yr
# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    U       B       V       R       I       J       H       K   C/O M_hec   period  pmode   logMdot int_IMF
    9.00    0.6000000238    0.6000  -1.1316 3.6199  4.7733  7.599   10.696  9.636   8.414   7.607   6.927   6.044   5.354   5.244   0.4787  0.0000  0.0 1   -13.072 2.9573988914
    9.00    0.6999999881    0.7000  -0.8702 3.6473  4.6884  6.946   9.633   8.667   7.540   6.827   6.265   5.468   4.807   4.721   0.4787  0.0000  0.0 1   -12.279 3.0225379467
    9.00    0.8000000119    0.8000  -0.6007 3.6837  4.6226  6.272   8.322   7.604   6.617   6.032   5.567   4.900   4.348   4.284   0.4787  0.0000  0.0 1   -11.616 3.0718705654
    9.00    0.8898183703    0.8898  -0.3737 3.7177  4.5776  5.704   7.196   6.743   5.887   5.402   5.003   4.450   4.000   3.951   0.4787  0.0000  0.0 1   -11.673 3.1067562103
    9.00    0.8999999762    0.8999  -0.3493 3.7213  4.5726  5.643   7.078   6.653   5.811   5.336   4.943   4.403   3.963   3.915   0.4787  0.0000  0.0 1   -11.749 3.1102609634
    9.00    0.9193657637    0.9193  -0.3026 3.7276  4.5604  5.526   6.866   6.489   5.672   5.213   4.831   4.310   3.887   3.842   0.4787  0.0000  0.0 1   -11.925 3.1167078018
    9.00    1.0000000000    0.9999  -0.1181 3.7522  4.5110  5.065   6.059   5.857   5.145   4.741   4.399   3.951   3.590   3.553   0.4787  0.0000  0.0 1   -12.839 3.1408040524
    9.00    1.0620840788    1.0619  0.0192  3.7678  4.4623  4.722   5.531   5.417   4.772   4.401   4.083   3.678   3.352   3.320   0.4787  0.0000  0.0 1   -13.455 3.1567537785
    9.00    1.1000000238    1.0998  0.0996  3.7767  4.4327  4.521   5.231   5.162   4.555   4.202   3.898   3.518   3.212   3.183   0.4787  0.0000  0.0 1   -13.740 3.1655414104
    9.00    1.1198478937    1.1197  0.1421  3.7812  4.4159  4.415   5.085   5.032   4.444   4.099   3.802   3.433   3.137   3.109   0.4787  0.0000  0.0 1   -13.863 3.1698858738
    9.00    1.1618361473    1.1616  0.2282  3.7901  4.3815  4.200   4.792   4.769   4.217   3.890   3.607   3.261   2.984   2.958   0.4787  0.0000  0.0 1   -14.069 3.1785492897
    9.00    1.1937110424    1.1934  0.2902  3.7966  4.3571  4.045   4.581   4.579   4.054   3.739   3.467   3.137   2.874   2.850   0.4787  0.0000  0.0 1   -14.187 3.1846876144
    9.00    1.2000000477    1.1997  0.3020  3.7978  4.3524  4.015   4.541   4.543   4.023   3.711   3.440   3.113   2.853   2.829   0.4787  0.0000  0.0 1   -14.207 3.1858570576
    9.00    1.2432814837    1.2429  0.3845  3.8063  4.3191  3.809   4.280   4.296   3.809   3.513   3.256   2.950   2.706   2.685   0.4787  0.0000  0.0 1   -14.323 3.1935603619
    9.00    1.2757889032    1.2754  0.4420  3.8122  4.2963  3.665   4.101   4.125   3.659   3.375   3.128   2.836   2.605   2.585   0.4787  0.0000  0.0 1   -14.389 3.1989734173
    9.00    1.2840023041    1.2836  0.4559  3.8137  4.2912  3.630   4.058   4.083   3.623   3.342   3.097   2.809   2.581   2.561   0.4787  0.0000  0.0 1   -14.404 3.2002923489
    9.00    1.2999999523    1.2996  0.4821  3.8163  4.2809  3.565   3.978   4.006   3.556   3.279   3.039   2.757   2.534   2.515   0.4787  0.0000  0.0 1   -14.430 3.2028071880
    9.00    1.3999999762    1.3994  0.6419  3.8327  4.2190  3.165   3.502   3.535   3.143   2.899   2.686   2.443   2.253   2.237   0.4787  0.0000  0.0 1   -14.553 3.2170591354
    9.00    1.4162465334    1.4156  0.6660  3.8356  4.2113  3.105   3.432   3.463   3.081   2.843   2.635   2.398   2.214   2.198   0.4787  0.0000  0.0 1   -14.568 3.2191598415
    9.00    1.5000000000    1.4991  0.7863  3.8481  4.1657  2.804   3.089   3.112   2.771   2.558   2.372   2.163   2.004   1.989   0.4787  0.0000  0.1 1   -14.636 3.2291738987
    9.00    1.5583434105    1.5573  0.8655  3.8567  4.1378  2.606   2.872   2.884   2.568   2.373   2.203   2.013   1.870   1.857   0.4787  0.0000  0.1 1   -14.676 3.2354321480
    9.00    1.6000000238    1.5988  0.9203  3.8610  4.1116  2.469   2.727   2.731   2.428   2.242   2.081   1.900   1.766   1.752   0.4787  0.0000  0.1 1   -14.702 3.2395837307
    9.00    1.6511398554    1.6498  0.9855  3.8663  4.0811  2.306   2.554   2.548   2.262   2.087   1.936   1.766   1.642   1.629   0.4787  0.0000  0.1 1   -14.732 3.2443444729
    9.00    1.7000000477    1.6985  1.0466  3.8691  4.0440  2.154   2.397   2.384   2.106   1.938   1.793   1.629   1.511   1.499   0.4787  0.0000  0.1 1   -14.760 3.2485761642
    9.00    1.7287788391    1.7271  1.0819  3.8706  4.0219  2.065   2.307   2.289   2.016   1.852   1.710   1.549   1.434   1.422   0.4787  0.0000  0.1 1   -14.776 3.2509357929
    9.00    1.7932897806    1.7913  1.1596  3.8712  3.9624  1.871   2.114   2.087   1.819   1.657   1.518   1.358   1.246   1.233   0.4787  0.0000  0.1 1   -14.809 3.2558999062
    9.00    1.7999999523    1.7980  1.1675  3.8709  3.9550  1.851   2.095   2.067   1.799   1.637   1.497   1.337   1.224   1.211   0.4787  0.0000  0.1 1   -14.813 3.2563917637
    9.00    1.8504734039    1.8482  1.2267  3.8691  3.9003  1.703   1.953   1.921   1.650   1.485   1.343   1.179   1.064   1.050   0.4787  0.0000  0.1 1   -14.838 3.2599575520
    9.00    1.8995888233    1.8970  1.2827  3.8639  3.8350  1.563   1.827   1.792   1.509   1.335   1.186   1.010   0.887   0.872   0.4787  0.0000  0.1 1   -14.862 3.2632119656
    9.00    1.8999999762    1.8974  1.2832  3.8639  3.8344  1.562   1.826   1.791   1.508   1.334   1.184   1.009   0.885   0.870   0.4787  0.0000  0.1 1   -14.863 3.2632381916
    9.00    1.9016076326    1.8991  1.2850  3.8637  3.8322  1.558   1.822   1.787   1.503   1.329   1.179   1.003   0.879   0.864   0.4787  0.0000  0.1 1   -14.863 3.2633414268
    9.00    1.9433624744    1.9430  1.3293  3.8558  3.7663  1.447   1.733   1.698   1.394   1.204   1.041   0.848   0.711   0.695   0.4787  0.0000  0.1 1   -14.885 3.2659478188
    9.00    1.9500000477    1.9500  1.3359  3.8540  3.7543  1.430   1.721   1.686   1.377   1.185   1.018   0.822   0.682   0.665   0.4787  0.0000  0.1 1   -14.888 3.2663500309
    9.00    1.9797183275    1.9797  1.3655  3.8457  3.6978  1.356   1.675   1.639   1.307   1.098   0.917   0.702   0.548   0.529   0.4787  0.0000  0.1 1   -14.902 3.2681112289
    9.00    2.0000000000    2.0000  1.3849  3.8388  3.6553  1.308   1.654   1.616   1.262   1.040   0.847   0.617   0.449   0.430   0.4787  0.0000  0.1 1   -14.912 3.2692775726
    9.00    2.0129024982    2.0129  1.3973  3.8345  3.6284  1.277   1.640   1.601   1.233   1.003   0.802   0.563   0.387   0.367   0.4787  0.0000  0.1 1   -14.918 3.2700045109
    9.00    2.0276913643    2.0277  1.4118  3.8297  3.5979  1.241   1.623   1.582   1.200   0.960   0.751   0.501   0.316   0.295   0.4787  0.0000  0.2 1   -14.924 3.2708234787
    9.00    2.0415949821    2.0416  1.4276  3.8259  3.5699  1.201   1.599   1.557   1.162   0.915   0.700   0.441   0.249   0.227   0.4787  0.0000  0.2 1   -14.931 3.2715802193
    9.00    2.0510330200    2.0510  1.4426  3.8253  3.5545  1.164   1.564   1.521   1.125   0.877   0.661   0.400   0.208   0.185   0.4787  0.0000  0.2 1   -14.935 3.2720863819
    9.00    2.0569927692    2.0570  1.4575  3.8276  3.5503  1.126   1.519   1.473   1.086   0.842   0.631   0.376   0.188   0.166   0.4787  0.0000  0.2 1   -14.938 3.2724032402
    9.00    2.0617551804    2.0618  1.4798  3.8351  3.5590  1.070   1.435   1.387   1.024   0.796   0.598   0.360   0.187   0.166   0.4787  0.0000  0.2 1   -14.940 3.2726547718
    9.00    2.0649454594    2.0649  1.5208  3.8541  3.5943  0.968   1.267   1.211   0.909   0.720   0.556   0.360   0.223   0.205   0.4787  0.0000  0.2 1   -14.941 3.2728223801
    9.00    2.0658175945    2.0658  1.5594  3.8714  3.6254  0.871   1.125   1.055   0.805   0.652   0.521   0.362   0.256   0.240   0.4787  0.0000  0.1 1   -14.942 3.2728679180
    9.00    2.0662798882    2.0663  1.6088  3.8903  3.6518  0.748   0.962   0.875   0.685   0.571   0.473   0.351   0.274   0.261   0.4787  0.0000  0.1 1   -14.942 3.2728922367
    9.00    2.0663511753    2.0664  1.5910  3.8873  3.6574  0.792   1.013   0.930   0.729   0.608   0.505   0.377   0.296   0.282   0.4787  0.0000  0.1 1   -14.942 3.2728960514
    9.00    2.0664510727    2.0665  1.5501  3.8755  3.6513  0.895   1.138   1.067   0.828   0.683   0.559   0.408   0.309   0.294   0.4787  0.0000  0.1 1   -14.942 3.2729012966
    9.00    2.0666177273    2.0666  1.5414  3.8581  3.5903  0.917   1.205   1.145   0.855   0.675   0.519   0.331   0.202   0.185   0.4787  0.0000  0.2 1   -14.942 3.2729098797
    9.00    2.0668578148    2.0669  1.5558  3.8408  3.5066  0.881   1.228   1.170   0.828   0.612   0.426   0.200   0.039   0.019   0.4787  0.0000  0.2 1   -14.942 3.2729225159
    9.00    2.0671179295    2.0671  1.5597  3.8269  3.4473  0.871   1.272   1.214   0.827   0.584   0.373   0.116   -0.071  -0.094  0.4787  0.0000  0.2 1   -14.942 3.2729361057
    9.00    2.0675551891    2.0676  1.5553  3.8102  3.3850  0.882   1.376   1.304   0.855   0.578   0.338   0.041   -0.181  -0.207  0.4787  0.0000  0.2 1   -14.943 3.2729589939
    9.00    2.0683174133    2.0683  1.5371  3.7905  3.3246  0.927   1.559   1.455   0.925   0.609   0.334   -0.011  -0.275  -0.306  0.4787  0.0000  0.2 1   -14.943 3.2729988098
    9.00    2.0690901279    2.0691  1.5099  3.7754  3.2913  0.995   1.753   1.611   1.015   0.668   0.367   -0.017  -0.314  -0.348  0.4787  0.0000  0.3 1   -14.943 3.2730391026
    9.00    2.0699470043    2.0699  1.4671  3.7604  3.2743  1.102   2.028   1.819   1.153   0.774   0.448   0.023   -0.309  -0.348  0.4787  0.0000  0.3 1   -14.944 3.2730839252
    9.00    2.0706062317    2.0706  1.4220  3.7490  3.2742  1.215   2.269   2.009   1.290   0.887   0.541   0.085   -0.274  -0.315  0.4787  0.0000  0.3 1   -14.944 3.2731182575
    9.00    2.0712704659    2.0713  1.3669  3.7366  3.2795  1.353   2.579   2.242   1.462   1.032   0.665   0.171   -0.220  -0.264  0.4787  0.0000  0.3 1   -14.944 3.2731528282
    9.00    2.0719394684    2.0719  1.3170  3.7259  3.2871  1.478   2.850   2.448   1.617   1.163   0.778   0.252   -0.166  -0.213  0.4787  0.0000  0.3 1   -14.945 3.2731876373
    9.00    2.0728554726    2.0729  1.2924  3.7131  3.2607  1.539   3.113   2.616   1.724   1.241   0.834   0.266   -0.187  -0.240  0.4787  0.0000  0.3 1   -14.945 3.2732353210
    9.00    2.0740981102    2.0741  1.3411  3.7015  3.1658  1.417   3.181   2.593   1.644   1.135   0.708   0.101   -0.384  -0.441  0.4787  0.0000  0.3 1   -14.946 3.2732996941
    9.00    2.0751986504    2.0752  1.4122  3.6953  3.0700  1.239   3.114   2.474   1.494   0.969   0.531   -0.098  -0.601  -0.661  0.4787  0.0000  0.4 1   -14.946 3.2733566761
    9.00    2.0762119293    2.0762  1.4841  3.6905  2.9790  1.060   3.025   2.341   1.338   0.801   0.353   -0.294  -0.811  -0.873  0.4787  0.0000  0.5 1   -14.946 3.2734091282
    9.00    2.0770499706    2.0770  1.5462  3.6865  2.9014  0.905   2.946   2.225   1.201   0.654   0.199   -0.462  -0.991  -1.055  0.4787  0.0000  0.5 1   -14.947 3.2734525204
    9.00    2.0779154301    2.0779  1.6127  3.6826  2.8192  0.738   2.859   2.099   1.053   0.497   0.034   -0.641  -1.182  -1.247  0.4787  0.0000  0.6 1   -14.947 3.2734973431
    9.00    2.0788314342    2.0788  1.6841  3.6784  2.7311  0.560   2.766   1.963   0.894   0.328   -0.144  -0.834  -1.386  -1.454  0.4787  0.0000  0.7 1   -14.947 3.2735445499
    9.00    2.0796861649    2.0797  1.7510  3.6743  2.6480  0.392   2.682   1.839   0.747   0.171   -0.309  -1.015  -1.579  -1.649  0.4787  0.0000  0.8 1   -14.948 3.2735886574
    9.00    2.0804092884    2.0804  1.8090  3.6705  2.5753  0.247   2.615   1.735   0.625   0.039   -0.449  -1.170  -1.747  -1.819  0.4787  0.0000  0.9 1   -14.948 3.2736258507
    9.00    2.0811133385    2.0811  1.8675  3.6671  2.5031  0.101   2.542   1.628   0.501   -0.095  -0.591  -1.326  -1.914  -1.989  0.4787  0.0000  1.0 1   -14.948 3.2736620903
    9.00    2.0818507671    2.0819  1.9299  3.6632  2.4255  -0.055  2.472   1.516   0.369   -0.239  -0.743  -1.493  -2.093  -2.170  0.4787  0.0000  1.2 1   -14.948 3.2736999989
    9.00    2.0825223923    2.0825  1.9886  3.6598  2.3531  -0.202  2.403   1.410   0.243   -0.374  -0.886  -1.649  -2.260  -2.340  0.4787  0.0000  1.3 1   -14.948 3.2737345695
    9.00    2.0832097530    2.0832  2.0516  3.6559  2.2746  -0.359  2.336   1.298   0.110   -0.518  -1.039  -1.818  -2.442  -2.524  0.4787  0.0000  1.5 1   -14.948 3.2737698555
    9.00    2.0838088989    2.0838  2.1092  3.6520  2.2017  -0.503  2.281   1.199   -0.011  -0.649  -1.178  -1.973  -2.609  -2.694  0.4787  0.0000  1.7 1   -14.948 3.2738006115
    9.00    2.0843892097    2.0844  2.1661  3.6481  2.1292  -0.645  2.233   1.106   -0.125  -0.775  -1.314  -2.126  -2.774  -2.862  0.4787  0.0000  2.0 1   -14.948 3.2738301754
    9.00    2.0849916935    2.0850  2.2259  3.6440  2.0533  -0.795  2.186   1.011   -0.243  -0.905  -1.456  -2.285  -2.947  -3.038  0.4787  0.0000  2.2 1   -14.948 3.2738611698
    9.00    2.0856046677    2.0856  2.2858  3.6401  1.9777  -0.944  2.141   0.915   -0.360  -1.035  -1.598  -2.444  -3.120  -3.214  0.4787  0.0000  2.5 1   -14.948 3.2738924026
    9.00    2.0863375664    2.0863  2.3423  3.6361  1.9055  -1.086  2.105   0.828   -0.470  -1.158  -1.732  -2.594  -3.285  -3.381  0.4787  0.0000  2.9 1   -14.948 3.2739300728
    9.00    2.0865738392    2.0866  2.3535  3.6354  1.8915  -1.114  2.097   0.810   -0.492  -1.182  -1.758  -2.624  -3.317  -3.414  0.4787  0.0000  3.0 1   -14.948 3.2739419937
    9.00    2.0874512196    2.0875  2.0539  3.6561  2.2742  -0.365  2.325   1.289   0.102   -0.525  -1.045  -1.823  -2.446  -2.528  0.4787  0.0000  1.5 1   -14.950 3.2739868164
    9.00    2.0877790451    2.0878  1.9960  3.6600  2.3478  -0.220  2.382   1.389   0.223   -0.393  -0.904  -1.667  -2.277  -2.357  0.4787  0.0000  1.3 1   -14.951 3.2740035057
    9.00    2.0880231857    2.0880  1.9489  3.6633  2.4081  -0.102  2.426   1.469   0.320   -0.287  -0.791  -1.540  -2.140  -2.217  0.4787  0.0000  1.2 1   -14.951 3.2740161419
    9.00    2.0882675648    2.0883  1.9043  3.6664  2.4649  0.009   2.470   1.546   0.413   -0.185  -0.683  -1.420  -2.010  -2.085  0.4787  0.0000  1.1 1   -14.951 3.2740285397
    9.00    2.0885500908    2.0886  1.8588  3.6694  2.5228  0.123   2.518   1.624   0.507   -0.082  -0.572  -1.298  -1.878  -1.951  0.4787  0.0000  1.0 1   -14.951 3.2740428448
    9.00    2.0889084339    2.0889  1.8109  3.6726  2.5832  0.243   2.572   1.709   0.607   0.026   -0.457  -1.170  -1.739  -1.810  0.4787  0.0000  0.9 1   -14.952 3.2740612030
    9.00    2.0897605419    2.0898  1.7463  3.6768  2.6650  0.404   2.647   1.825   0.745   0.175   -0.299  -0.995  -1.551  -1.620  0.4787  0.0000  0.8 1   -14.952 3.2741045952
    9.00    2.0897889137    2.0898  1.7080  3.6794  2.7136  0.500   2.691   1.895   0.829   0.265   -0.204  -0.891  -1.440  -1.507  0.4787  0.0000  0.7 1   -14.952 3.2741060257
    9.00    2.0898268223    2.0898  1.6746  3.6815  2.7556  0.584   2.731   1.956   0.903   0.344   -0.121  -0.800  -1.343  -1.409  0.4787  0.0000  0.7 1   -14.952 3.2741079330
    9.00    2.0898933411    2.0899  1.6415  3.6838  2.7978  0.666   2.769   2.016   0.975   0.422   -0.039  -0.710  -1.246  -1.311  0.4787  0.0000  0.6 1   -14.952 3.2741112709
    9.00    2.0900454521    2.0900  1.6034  3.6863  2.8457  0.761   2.815   2.086   1.058   0.511   0.055   -0.606  -1.135  -1.199  0.4787  0.0000  0.6 1   -14.952 3.2741191387
    9.00    2.0904357433    2.0904  1.5625  3.6887  2.8964  0.864   2.869   2.164   1.149   0.608   0.157   -0.496  -1.018  -1.081  0.4787  0.0000  0.5 1   -14.953 3.2741389275
    9.00    2.0912766457    2.0913  1.5281  3.6909  2.9399  0.950   2.912   2.228   1.225   0.689   0.242   -0.403  -0.918  -0.980  0.4787  0.0000  0.5 1   -14.953 3.2741816044
    9.00    2.1434326172    2.1434  1.5907  3.6919  2.8919  0.793   2.744   2.064   1.063   0.530   0.085   -0.556  -1.068  -1.130  0.4787  0.0000  0.5 1   -14.976 3.2767522335
    9.00    2.1685898304    2.1686  1.6196  3.6924  2.8703  0.721   2.665   1.987   0.987   0.456   0.012   -0.627  -1.137  -1.198  0.4787  0.0000  0.5 1   -14.987 3.2779371738
    9.00    2.2000000477    2.2000  1.6613  3.6926  2.8354  0.617   2.562   1.883   0.882   0.351   -0.092  -0.731  -1.240  -1.301  0.4787  0.0000  0.6 1   -15.000 3.2793695927
    9.00    2.2250483036    2.2250  1.6974  3.6926  2.8042  0.527   2.476   1.793   0.791   0.260   -0.183  -0.822  -1.330  -1.391  0.4787  0.0000  0.6 1   -15.011 3.2804758549
    9.00    2.2712535858    2.2713  1.7770  3.6906  2.7255  0.327   2.321   1.615   0.601   0.065   -0.382  -1.028  -1.541  -1.604  0.4787  0.0000  0.7 1   -15.030 3.2824368477
    9.00    2.2883417606    2.2883  1.8382  3.6859  2.6489  0.174   2.259   1.509   0.470   -0.077  -0.533  -1.196  -1.723  -1.788  0.4787  0.0000  0.8 1   -15.037 3.2831373215
    9.00    2.2964785099    2.2965  1.9001  3.6806  2.5672  0.020   2.209   1.408   0.340   -0.219  -0.686  -1.369  -1.912  -1.979  0.4787  0.0000  0.9 1   -15.040 3.2834663391
    9.00    2.2978754044    2.2979  1.9556  3.6756  2.4922  -0.119  2.168   1.319   0.225   -0.347  -0.823  -1.524  -2.081  -2.151  0.4787  0.0000  1.1 1   -15.041 3.2835223675
    9.00    2.2983624935    2.2984  2.0132  3.6711  2.4165  -0.263  2.121   1.226   0.109   -0.476  -0.962  -1.681  -2.253  -2.325  0.4787  0.0000  1.2 1   -15.041 3.2835419178
    9.00    2.2985296249    2.2985  2.0674  3.6669  2.3459  -0.398  2.076   1.138   -0.001  -0.597  -1.092  -1.828  -2.413  -2.488  0.4787  0.0000  1.4 1   -15.040 3.2835488319
    9.00    2.2986021042    2.2986  2.1130  3.6636  2.2871  -0.512  2.035   1.062   -0.094  -0.700  -1.202  -1.951  -2.547  -2.625  0.4787  0.0000  1.5 1   -15.040 3.2835516930
    9.00    2.2986772060    2.2987  2.1711  3.6594  2.2122  -0.658  1.984   0.965   -0.213  -0.831  -1.343  -2.108  -2.717  -2.798  0.4787  0.0000  1.7 1   -15.040 3.2835545540
    9.00    2.2987599373    2.2988  2.2339  3.6549  2.1312  -0.815  1.931   0.860   -0.343  -0.972  -1.494  -2.278  -2.902  -2.985  0.4787  0.0000  2.0 1   -15.040 3.2835578918
    9.00    2.3022882938    2.3023  2.2923  3.6507  2.0565  -0.961  1.882   0.764   -0.463  -1.103  -1.635  -2.436  -3.073  -3.160  0.4787  0.0000  2.3 1   -15.041 3.2836992741
    9.00    2.3039383888    2.3039  2.3603  3.6458  1.9694  -1.131  1.835   0.658   -0.595  -1.251  -1.796  -2.618  -3.272  -3.361  0.4787  0.0000  2.6 1   -15.041 3.2837653160
    9.00    2.3048532009    2.3049  2.4437  3.6393  1.8602  -1.339  1.798   0.538   -0.751  -1.428  -1.992  -2.842  -3.518  -3.613  0.4787  0.0000  3.2 1   -15.041 3.2838017941
    9.00    2.3054001331    2.3054  2.5091  3.6339  1.7732  -1.503  1.778   0.447   -0.872  -1.566  -2.145  -3.018  -3.713  -3.812  0.4787  0.0000  3.7 1   -15.040 3.2838234901
    9.00    2.3058724403    2.3059  2.5809  3.6284  1.6795  -1.682  1.749   0.343   -1.007  -1.719  -2.314  -3.210  -3.925  -4.028  0.4787  0.0000  4.4 1   -15.039 3.2838423252
    9.00    2.3061647415    2.3062  2.6395  3.6230  1.5996  -1.829  1.752   0.276   -1.105  -1.835  -2.448  -3.368  -4.101  -4.209  0.4787  0.0000  5.0 1   -15.038 3.2838540077
    9.00    2.3064267635    2.3064  2.7026  3.6187  1.5191  -1.987  1.730   0.191   -1.217  -1.964  -2.595  -3.535  -4.283  -4.395  0.4787  0.0000  5.8 1   -15.036 3.2838644981
    9.00    2.3066217899    2.3066  2.7580  3.6147  1.4477  -2.125  1.720   0.121   -1.312  -2.075  -2.723  -3.683  -4.444  -4.560  0.4787  0.0000  6.5 1   -15.035 3.2838723660
    9.00    2.3067939281    2.3068  2.8180  3.6112  1.3738  -2.275  1.688   0.031   -1.425  -2.202  -2.864  -3.840  -4.612  -4.732  0.4787  0.0000  7.4 1   -15.033 3.2838790417
    9.00    2.3069512844    2.3070  2.8779  3.6057  1.2921  -2.425  1.712   -0.027  -1.517  -2.315  -3.000  -4.001  -4.792  -4.917  0.4787  0.0000  8.6 1   -15.030 3.2838854790
    9.00    2.3071010113    2.3071  2.9396  3.6004  1.2092  -2.579  1.730   -0.091  -1.615  -2.434  -3.140  -4.166  -4.975  -5.106  0.4787  0.0000  9.9 1   -15.027 3.2838914394
    9.00    2.3072657585    2.3073  3.0043  3.5946  1.1213  -2.741  1.720   -0.137  -1.687  -2.534  -3.278  -4.341  -5.168  -5.305  0.4787  0.0000  11.5    1   -15.023 3.2838978767
    9.00    2.3074231148    2.3074  3.0666  3.5893  1.0378  -2.896  1.700   -0.185  -1.759  -2.632  -3.412  -4.508  -5.352  -5.494  0.4787  0.0000  13.3    1   -15.018 3.2839040756
    9.00    2.3075430393    2.3075  3.1192  3.5849  0.9676  -3.028  1.682   -0.227  -1.822  -2.716  -3.525  -4.649  -5.507  -5.654  0.4787  0.0000  15.1    1   -15.012 3.2839088440
    9.00    2.3077602386    2.3078  3.1834  3.5798  0.8831  -3.188  1.654   -0.284  -1.902  -2.822  -3.664  -4.820  -5.694  -5.847  0.4787  0.0000  17.5    1   -15.005 3.2839176655
    9.00    2.3079099655    2.3079  3.2428  3.5743  0.8015  -3.337  1.638   -0.309  -1.950  -2.901  -3.784  -4.981  -5.873  -6.031  0.4787  0.0000  20.2    1   -14.996 3.2839236259
    9.00    2.3079771996    2.3080  3.3143  3.5661  0.6974  -3.516  1.565   -0.208  -1.847  -2.879  -3.875  -5.190  -6.102  -6.266  0.4787  0.0000  24.2    1   -14.981 3.2839262486
    9.00    2.3079848289    2.3080  3.3258  3.5640  0.6773  -3.545  1.558   -0.164  -1.800  -2.854  -3.880  -5.226  -6.144  -6.309  0.4787  0.0000  25.1    1   -14.978 3.2839264870
    9.00    2.3079855442    2.3080  3.3258  3.5689  0.6970  -3.545  1.516   -0.329  -1.973  -2.978  -3.934  -5.208  -6.113  -6.275  0.3565  0.0000  24.3    1   -14.972 3.2839264870
    9.00    2.3085784912    2.3086  3.4581  3.5569  0.5170  -3.875  1.301   -0.256  -1.886  -3.009  -4.135  -5.582  -6.518  -6.688  0.3508  0.5251  33.4    1   -14.808 3.2839500904
    9.00    2.3090364933    2.3090  3.5712  3.5461  0.3605  -4.158  1.170   -0.121  -1.724  -2.970  -4.265  -5.900  -6.865  -7.043  0.3508  0.5380  44.1    1   -13.603 3.2839682102
    9.00    2.3095078468    2.3095  3.6871  3.5344  0.1981  -4.448  1.221   0.151   -1.421  -2.827  -4.327  -6.224  -7.210  -7.404  0.3508  0.5578  59.0    1   -12.324 3.2839870453
