# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Tue Apr  6 21:54:41 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#   Isochrone   Z = 0.01900     Age =   1.000e+10 yr
# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    U       B       V       R       I       J       H       K   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   1.0556046963    0.8992  1.6385  3.6640  2.3553  0.674   3.201   2.240   1.091   0.486   -0.016  -0.763  -1.359  -1.437  0.4787  0.0000  1.1 1   -11.747 3.1551837921
    10.00   1.0557895899    0.8994  1.6366  3.6644  2.3591  0.679   3.197   2.241   1.093   0.489   -0.012  -0.757  -1.352  -1.429  0.4787  0.0000  1.1 1   -11.749 3.1552288532
    10.00   1.0559718609    0.8997  1.6352  3.6649  2.3625  0.682   3.191   2.239   1.093   0.491   -0.009  -0.752  -1.345  -1.422  0.4787  0.0000  1.1 1   -11.751 3.1552731991
    10.00   1.0561501980    0.8999  1.6347  3.6653  2.3645  0.683   3.185   2.236   1.092   0.491   -0.008  -0.750  -1.342  -1.418  0.4787  0.0000  1.1 1   -11.753 3.1553168297
    10.00   1.0562355518    0.9000  1.6349  3.6653  2.3647  0.683   3.183   2.235   1.091   0.490   -0.009  -0.751  -1.342  -1.418  0.4787  0.0000  1.1 1   -11.754 3.1553375721
    10.00   1.0562777519    0.9000  1.6350  3.6654  2.3649  0.682   3.182   2.234   1.091   0.490   -0.009  -0.751  -1.342  -1.418  0.4787  0.0000  1.1 1   -11.754 3.1553478241
    10.00   1.0564041138    0.9002  1.6362  3.6654  2.3637  0.679   3.179   2.231   1.087   0.487   -0.012  -0.754  -1.345  -1.421  0.4787  0.0000  1.1 1   -11.755 3.1553785801
    10.00   1.0564473867    0.9003  1.6371  3.6654  2.3629  0.677   3.177   2.229   1.085   0.485   -0.014  -0.756  -1.347  -1.423  0.4787  0.0000  1.1 1   -11.756 3.1553890705
    10.00   1.0566256046    0.9005  1.6415  3.6652  2.3578  0.666   3.170   2.220   1.075   0.474   -0.025  -0.767  -1.359  -1.436  0.4787  0.0000  1.1 1   -11.758 3.1554324627
    10.00   1.0568058491    0.9007  1.6483  3.6647  2.3490  0.649   3.164   2.209   1.062   0.459   -0.042  -0.786  -1.379  -1.456  0.4787  0.0000  1.1 1   -11.759 3.1554763317
    10.00   1.0569939613    0.9009  1.6600  3.6638  2.3339  0.620   3.155   2.190   1.038   0.433   -0.070  -0.818  -1.414  -1.491  0.4787  0.0000  1.1 1   -11.761 3.1555221081
    10.00   1.0572299957    0.9012  1.6803  3.6616  2.3050  0.569   3.151   2.164   1.001   0.390   -0.118  -0.874  -1.478  -1.557  0.4787  0.0000  1.2 1   -11.764 3.1555795670
    10.00   1.0573321581    0.9013  1.6953  3.6610  2.2877  0.532   3.128   2.134   0.967   0.354   -0.155  -0.914  -1.519  -1.598  0.4787  0.0000  1.2 1   -11.765 3.1556043625
    10.00   1.0574737787    0.9015  1.7197  3.6590  2.2552  0.471   3.111   2.095   0.919   0.300   -0.213  -0.980  -1.592  -1.673  0.4787  0.0000  1.3 1   -11.767 3.1556386948
    10.00   1.0577092171    0.9017  1.7765  3.6542  2.1794  0.329   3.076   2.009   0.806   0.175   -0.349  -1.136  -1.763  -1.847  0.4787  0.0000  1.5 1   -11.770 3.1556959152
    10.00   1.0577412844    0.9018  1.8196  3.6505  2.1216  0.221   3.052   1.944   0.721   0.080   -0.453  -1.254  -1.893  -1.979  0.4787  0.0000  1.6 1   -11.771 3.1557037830
    10.00   1.0577646494    0.9018  1.8937  3.6442  2.0223  0.036   3.021   1.841   0.586   -0.076  -0.626  -1.454  -2.115  -2.206  0.4787  0.0000  2.0 1   -11.773 3.1557095051
    10.00   1.0577714443    0.9018  1.9504  3.6391  1.9452  -0.106  3.008   1.767   0.485   -0.193  -0.758  -1.608  -2.287  -2.381  0.4787  0.0000  2.2 1   -11.774 3.1557111740
    10.00   1.0577769279    0.9018  2.0596  3.6311  1.8040  -0.379  2.952   1.604   0.276   -0.427  -1.015  -1.899  -2.606  -2.707  0.4787  0.0000  2.9 1   -11.778 3.1557123661
    10.00   1.0577793121    0.9018  2.1258  3.6253  1.7146  -0.545  2.941   1.517   0.157   -0.565  -1.169  -2.078  -2.806  -2.911  0.4787  0.0000  3.3 1   -11.781 3.1557130814
    10.00   1.0577820539    0.9018  2.1994  3.6186  1.6142  -0.729  2.955   1.443   0.044   -0.703  -1.337  -2.277  -3.027  -3.138  0.4787  0.0000  4.0 1   -11.785 3.1557135582
    10.00   1.0577862263    0.9018  2.2565  3.6136  1.5372  -0.871  2.964   1.384   -0.044  -0.812  -1.466  -2.430  -3.197  -3.313  0.4787  0.0000  4.5 1   -11.789 3.1557147503
    10.00   1.0577968359    0.9018  2.1981  3.6188  1.6164  -0.725  2.952   1.443   0.045   -0.702  -1.334  -2.273  -3.022  -3.134  0.4787  0.0000  4.0 1   -11.785 3.1557171345
    10.00   1.0578137636    0.9019  2.1722  3.6210  1.6508  -0.661  2.953   1.472   0.087   -0.651  -1.274  -2.204  -2.946  -3.055  0.4787  0.0000  3.7 1   -11.784 3.1557214260
    10.00   1.0578907728    0.9020  2.2326  3.6159  1.5703  -0.812  2.954   1.405   -0.010  -0.768  -1.413  -2.365  -3.125  -3.239  0.4787  0.0000  4.3 1   -11.788 3.1557400227
    10.00   1.0579282045    0.9020  2.3165  3.6086  1.4569  -1.021  2.972   1.319   -0.140  -0.928  -1.603  -2.590  -3.375  -3.496  0.4787  0.0000  5.2 1   -11.795 3.1557490826
    10.00   1.0579514503    0.9020  2.3855  3.6021  1.3621  -1.194  3.004   1.255   -0.243  -1.057  -1.759  -2.776  -3.583  -3.711  0.4787  0.0000  6.2 1   -11.802 3.1557548046
    10.00   1.0579714775    0.9021  2.4585  3.5953  1.2619  -1.376  3.008   1.202   -0.329  -1.173  -1.916  -2.974  -3.802  -3.937  0.4787  0.0000  7.3 1   -11.811 3.1557595730
